"Node ID",Title,"Date & Time",Habitat,Location,State,Method,Notes,"Number of Cranes","Spotter Username","Created Date"
6431,Observation,"2017-10-30 12:30:00","Mixed-Wetland Agricultural field","42.522485, -88.412991",WI,"Ground count","GNR LOC OF ROOST",280,admin,"2019-07-18 19:15:20"
6432,Observation,"2017-10-30 12:40:00",Wetland,"42.399637, -84.323947",MI,"Point count","Cnt Pnt of Gatteese Lk",0,admin,"2019-07-18 19:15:20"
6433,Observation,"2017-10-30 12:45:00",Wetland,"42.354431, -84.277564",MI,"Point count","GNR LOC OF ROOST",159,admin,"2019-07-18 19:15:20"
6434,Observation,"2017-10-30 12:50:00","Agricultural field","44.01228386, -86.22971081",MI,"Ground count","2 of 2; CNT PNT OF SEC 28",0,admin,"2019-07-18 19:15:20"
6435,Observation,"2017-10-30 12:50:00","Mixed-Wetland Agricultural field","44.0483658, -86.21989252",MI,"Point count","1 of 2; CNT OF INTSEC PER DESC",373,admin,"2019-07-18 19:15:20"
6436,Observation,"2017-10-30 14:00:00","Agricultural field","43.11296544, -83.17931956",MI,"Ground count","CNT PNT OF SEC 16; NO DESC WITH OBS OTHER THAN E OF STATE AREA",17,admin,"2019-07-18 19:15:20"
6437,Observation,"2017-10-30 14:30:00","Agricultural field","35.39382069, -84.99229683",TN,"Ground count","GNR LOC ON REFUGE",0,admin,"2019-07-18 19:15:20"
6438,Observation,"2017-10-30 15:00:00","Agricultural field","43.58752365, -88.62422044",WI,"Ground count","SPEC AREA IN AG FIELD",2814,admin,"2019-07-18 19:15:20"
6439,Observation,"2017-10-30 15:00:00",Wetland,"44.09242576, -86.27597",MI,"Ground count","CNT PNT OF MARSH PER DESC",41,admin,"2019-07-18 19:15:20"
6440,Observation,"2017-10-30 17:30:00","Agricultural field","44.06055983, -86.34572957",MI,"Ground count","CNT PNT OF QUARTER PER DESC",4,admin,"2019-07-18 19:15:20"
6441,Observation,"2017-10-30 20:05:00","Agricultural field","42.4443123, -84.05866704",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",2,admin,"2019-07-18 19:15:20"
6442,Observation,"2017-10-30 20:15:00",Wetland,"42.35514, -84.283026",MI,"Point count","GNR LOC OF Rasche wetland",90,admin,"2019-07-18 19:15:20"
6443,Observation,"2017-10-30 20:30:00",Wetland,"42.321098, -84.289077",MI,"Point count","CNT PNT OF SANCTUARY",4,admin,"2019-07-18 19:15:20"
6444,Observation,"2017-10-30 20:30:00",Wetland,"42.430399, -84.021124",MI,"Point count","GNR LOC OF MARSH",83,admin,"2019-07-18 19:15:20"
6445,Observation,"2017-10-30 20:50:00",Wetland,"42.149657, -84.213454",MI,"Point count","GNR LOC OF NORELL MILLPOND",112,admin,"2019-07-18 19:15:20"
6446,Observation,"2017-10-30 21:30:00",Wetland,"42.31369031, -84.36397208",MI,"Point count","GNR LOC OF ROOST PER DIESC",2233,admin,"2019-07-18 19:15:20"
6447,Observation,"2017-10-30 21:40:00",Sandbar,"43.19644, -89.97108",WI,"Point count","GNR LOC OF STATE RIVERWAY ROOST",1922,admin,"2019-07-18 19:15:20"
6448,Observation,"2017-10-30 22:00:00",Wetland,"42.252697, -83.89564",MI,"Point count","GNR LOC OF ROOST",95,admin,"2019-07-18 19:15:20"
6449,Observation,"2017-10-30 22:00:00","Agricultural field","42.388276, -83.91852553",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",1,admin,"2019-07-18 19:15:20"
6450,Observation,"2017-10-30 22:00:00",Wetland,"42.845045, -84.329688",MI,"Point count","GNR LOC OF ROOST",265,admin,"2019-07-18 19:15:20"
6451,Observation,"2017-10-30 22:00:00","Agricultural field","43.1041126, -85.9449",MI,"Ground count","AG FIELD PER DESC",1281,admin,"2019-07-18 19:15:20"
6452,Observation,"2017-10-30 22:12:00",Wetland,"42.237155, -84.099601",MI,"Point count","CNT PNT OF ROOST",128,admin,"2019-07-18 19:15:20"
6453,Observation,"2017-10-30 22:30:00",Wetland,"46.2868, -84.010313",ON,"Point count","GNR LOC OF MARSH",563,admin,"2019-07-18 19:15:20"
6454,Observation,"2017-10-30 22:30:00","Mixed-Wetland Agricultural field","46.300549, -85.95164",MI,"Ground count","GNR LOC OF SENEY NWR",2,admin,"2019-07-18 19:15:20"
6455,Observation,"2017-10-30 22:45:00",Wetland,"44.3711, -83.4518",MI,"Point count","GNR LOC OF ROOST",30,admin,"2019-07-18 19:15:20"
6456,Observation,"2017-10-31 12:18:00","Agricultural field","45.17794285, -87.65047896",MI,"Ground count","1 of 2;CNT PNT OF AG FIELD PER DESC",192,admin,"2019-07-18 19:15:20"
6457,Observation,"2017-10-31 12:18:00","Agricultural field","45.18720335, -87.65986723",MI,"Ground count","2 of 2;CNT PNT OF AG FIELD PER DESC",0,admin,"2019-07-18 19:15:20"
6458,Observation,"2017-10-31 12:30:00","Agricultural field","40.738318, -82.085702",OH,"Ground count","LOC OF AG FIELD",13,admin,"2019-07-18 19:15:20"
6459,Observation,"2017-10-31 13:00:00","Mixed-Wetland Agricultural field","38.99072405, -87.16755494",IN,"Ground count","CNT PNT OF GOOSE POND FWA",2,admin,"2019-07-18 19:15:20"
6460,Observation,"2017-10-31 13:00:00",Wetland,"40.98641108, -87.49865343",IN,"Point count","GNR LOC OF ROOST",8,admin,"2019-07-18 19:15:20"
6461,Observation,"2017-10-31 13:00:00",Wetland,"41.142607, -86.94126",IN,"Point count","GNR LOC OF MAIN ROOST",5271,admin,"2019-07-18 19:15:20"
6462,Observation,"2017-10-31 13:00:00",Wetland,"41.21176432, -87.02526683",IN,"Point count","GNR LOC OF MAIN ROOST",497,admin,"2019-07-18 19:15:20"
6463,Observation,"2017-10-31 13:00:00",Wetland,"41.287145, -85.651244",IN,"Point count","CNT PNT OF MARSH",13,admin,"2019-07-18 19:15:20"
6464,Observation,"2017-10-31 13:00:00","Agricultural field","41.45723668, -86.59084545",IN,"Ground count","CNT PNT OF ROOST",765,admin,"2019-07-18 19:15:20"
6465,Observation,"2017-10-31 13:00:00",Wetland,"41.68143956, -85.18421988",IN,"Point count","GNR LOC OF ROOST",201,admin,"2019-07-18 19:15:20"
6466,Observation,"2017-10-31 13:00:00",Wetland,"41.748023, -86.00413",IN,"Point count","CNT PNT OF BOOT LAKE",66,admin,"2019-07-18 19:15:20"
6467,Observation,"2017-10-31 14:00:00","Agricultural field","41.95532, -85.037159",MI,"Ground count","GNR LOC OF AG FIELD",23,admin,"2019-07-18 19:15:20"
6468,Observation,"2017-10-31 14:00:00",Wetland,"41.967543, -85.079634",MI,"Ground count","GNR LOC OF ROOST",115,admin,"2019-07-18 19:15:20"
6469,Observation,"2017-10-31 15:00:00","Agricultural field","41.96009902, -85.07827055",MI,"Ground count","GNR LOC OF AG FIELD",12,admin,"2019-07-18 19:15:20"
6470,Observation,"2017-10-31 20:00:00",Wetland,"40.700616, -81.9878",OH,"Ground count",.,152,admin,"2019-07-18 19:15:20"
6471,Observation,"2017-10-31 20:00:00",Wetland,"44.69628258, -89.81315703",WI,"Point count","GNR LOC OF ROOST",3369,admin,"2019-07-18 19:15:20"
6472,Observation,"2017-10-31 20:30:00",Wetland,"44.7043, -89.9089",WI,"Point count","GNR LOC OF ROOST",200,admin,"2019-07-18 19:15:20"
6473,Observation,"2017-10-31 21:00:00",Wetland,"42.62776, -88.16438",WI,"Point count","GNR LOC OF ROOST",467,admin,"2019-07-18 19:15:20"
6474,Observation,"2017-10-31 21:30:00",Sandbar,"43.8152, -89.9036",WI,"Point count","GNR LOC OF CASTLE ROCK LAKE-QUINCY BLUFF",405,admin,"2019-07-18 19:15:20"
6475,Observation,"2017-10-31 21:33:00",Sandbar,"43.42106, -89.528697",WI,"Ground count",.,163,admin,"2019-07-18 19:15:20"
6476,Observation,"2017-10-31 21:46:00",Wetland,"42.75580744, -84.18558082",MI,"Point count","1 OF 2;LOC OF ROOST",21,admin,"2019-07-18 19:15:20"
6477,Observation,"2017-10-31 21:46:00",Wetland,"42.77038734, -84.20795521",MI,"Point count","2 OF 2;PER DESC ON OBS FORM ALT ROOST",0,admin,"2019-07-18 19:15:20"
6478,Observation,"2017-10-31 22:00:00","Agricultural field","42.0351513, -84.1783569",MI,"Ground count",.,47,admin,"2019-07-18 19:15:20"
6479,Observation,"2017-10-31 22:30:00",Wetland,"42.38205, -84.1683",MI,"Point count","Cnt Pnt of Schumacher Marsh",118,admin,"2019-07-18 19:15:20"
6480,Observation,"2017-10-31 22:30:00",Wetland,"44.2246, -83.936",MI,"Point count","CNT PNT OF STATE WILDLIFE AREA",894,admin,"2019-07-18 19:15:20"
6481,Observation,"2017-10-31 23:00:00",Wetland,"42.48190054, -85.3894115",MI,"Point count","CNT PNT OF MUD LAKE PER DESC",29,admin,"2019-07-18 19:15:20"
6482,Observation,"2017-11-01 12:00:00","Mixed-Wetland Agricultural field","42.113088, -84.442709",MI,"Ground count","GNR LOC OF CRISPELL LAKE",12,admin,"2019-07-18 19:15:20"
6483,Observation,"2017-11-01 12:47:00",Wetland,"45.53449, -93.756292",MN,"Point count","GNR LOC OF MAIN ROOST",10026,admin,"2019-07-18 19:15:20"
6484,Observation,"2017-11-01 21:00:00",Wetland,"42.155822, -84.274562",MI,"Point count","CNT PNT OF STONEY LAKE",421,admin,"2019-07-18 19:15:20"
6485,Observation,"2017-11-01 21:28:00",Sandbar,"43.5661, -89.6108",WI,"Ground count","Sandbars in River",1866,admin,"2019-07-18 19:15:20"
6486,Observation,"2017-11-01 21:30:00",Wetland,"42.395534, -84.988885",MI,"Point count","GNR LOC OF ROOST",1548,admin,"2019-07-18 19:15:20"
6487,Observation,"2017-11-01 22:45:00",Wetland,"42.225674, -84.092599",MI,"Point count","CNT PNT OF MARSH PER DESC",128,admin,"2019-07-18 19:15:20"
6488,Observation,"2017-11-02 14:00:00","Agricultural field","42.1965757, -84.56669656",MI,"Ground count","1 OF 2;CNT PNT OF SEC 20",31,admin,"2019-07-18 19:15:20"
6489,Observation,"2017-11-02 14:00:00","Agricultural field","42.19756755, -84.54711011",MI,"Ground count","2 OF 2;CNT PNT OF SEC 21",0,admin,"2019-07-18 19:15:20"
6490,Observation,"2017-11-02 17:30:00",Wetland,"42.39317, -84.58624",MI,"Point count","CNT PNT OF ROOST; FULLER LAKE",83,admin,"2019-07-18 19:15:20"
6491,Observation,"2017-11-02 17:31:00","Agricultural field","42.378056, -84.539722",MI,"Ground count","Gnr Loc of Tompkins Twp",3,admin,"2019-07-18 19:15:20"
6492,Observation,"2017-11-02 21:30:00",Sandbar,"43.58563, -89.55371",WI,"Ground count","Sandbars on Wisconsin River",870,admin,"2019-07-18 19:15:20"
6493,Observation,"2017-11-02 22:00:00",Wetland,"42.49288, -85.323587",MI,"Point count","GNR LOC OF ROOST",98,admin,"2019-07-18 19:15:20"
6494,Observation,"2017-11-02 22:00:00",Wetland,"44.33581, -84.82397",MI,"Point count",.,1705,admin,"2019-07-18 19:15:20"
6495,Observation,"2017-11-03 13:30:00","Agricultural field","45.58459616, -84.43971722",MI,"Ground count","GNR LOC OF AG FIELD",26,admin,"2019-07-18 19:15:20"
6496,Observation,"2017-11-03 21:00:00",Wetland,"42.633985, -86.148641",MI,"Point count","GNR LOC OF ROOST PER DESC",1287,admin,"2019-07-18 19:15:20"
6497,Observation,"2017-11-03 21:00:00",Wetland,"42.771904, -83.810262",MI,"Point count","GNR LOC OF ROOST; Theater Ct; Fenton",832,admin,"2019-07-18 19:15:20"
6498,Observation,"2017-11-06 21:30:00",Wetland,"42.888587, -83.580669",MI,"Point count","GNR LOC OF ROOST",75,admin,"2019-07-18 19:15:20"
6499,Observation,"2017-11-06 21:30:00",Wetland,"42.90017867, -83.5145157",MI,"Point count","1 OF 2;GNR LOC OF ROOST",0,admin,"2019-07-18 19:15:20"
6500,Observation,"2017-11-06 21:30:00",Wetland,"42.90901242, -83.50527275",MI,"Point count","2 OF 2;GNR LOC OF ROOST",185,admin,"2019-07-18 19:15:20"
6501,Observation,"2017-11-30 23:45:00",Wetland,"42.16707, -84.204863",MI,"Point count","CNT PNT OF COBB LAKE PER DESC",0,admin,"2019-07-18 19:15:20"
6502,Observation,"2018-10-01 22:26:00",Wetland,"42.159476, -84.312928",MI,"Point count","CNT PNT OF WETLAND ON STONEY LAKE RD",27,admin,"2019-07-18 19:15:20"
6503,Observation,"2018-10-29 11:30:00",Wetland,"38.99075405, -87.16455494",IN,"Ground count","CNT PNT OF GOOSE POND FWA",0,admin,"2019-07-18 19:15:20"
6504,Observation,"2018-10-29 11:45:00","Mixed-Wetland Agricultural field","41.5126, -86.5762",IN,"Ground count","GNR LOC OF FWA",0,admin,"2019-07-18 19:15:20"
6505,Observation,"2018-10-29 11:50:00","Agricultural field","41.45423668, -86.59384545",IN,"Ground count","CNT PNT OF ROOST",2383,admin,"2019-07-18 19:15:20"
6506,Observation,"2018-10-29 11:50:00",Wetland,"44.527943, -88.624574",WI,"Point count","LOC OSPREY FLOWAGE-HERB BEHNKE UNIT",6275,admin,"2019-07-18 19:15:20"
6507,Observation,"2018-10-29 12:00:00","Mixed-Wetland Agricultural field","41.0994435, -80.1925909",PA,"Ground count","NO DATA SHEET;USED PREVIOUS LOC",20,admin,"2019-07-18 19:15:20"
6508,Observation,"2018-10-29 12:00:00","Agricultural field","41.494243, -76.038493",PA,"Ground count","NO DATA SHEET; GNR LOC OF COUNTY",3,admin,"2019-07-18 19:15:20"
6509,Observation,"2018-10-29 12:00:00","Agricultural Field","41.501978, -76.42351",PA,"Ground count","NO DATA SHEET;USED PREVIOUS LOC",5,admin,"2019-07-18 19:15:20"
6510,Observation,"2018-10-29 12:00:00","Agricultural field","41.601086, -75.701017",PA,"Ground count","NO DATA SHEET;GNR LOC OF TWP",3,admin,"2019-07-18 19:15:20"
6511,Observation,"2018-10-29 12:00:00","Mixed-Wetland Agricultural field","41.621101, -80.1925909",PA,"Ground count","NO DATA SHEET;USED PREVIOUS LOC",71,admin,"2019-07-18 19:15:20"
6512,Observation,"2018-10-29 12:00:00","Mixed-Wetland Agricultural field","41.632965, -76.340868",PA,"Ground count","NO DATA SHEET;GNR LOC OF TWP",4,admin,"2019-07-18 19:15:20"
6513,Observation,"2018-10-29 12:15:00",Wetland,"40.97986, -87.500396",IN,"Ground count","GNR LOC OF ROOST",17,admin,"2019-07-18 19:15:20"
6514,Observation,"2018-10-29 12:20:00",Wetland,"44.66816, -88.68295",WI,"Point count","CNT PNT OF SEC 4",905,admin,"2019-07-18 19:15:20"
6515,Observation,"2018-10-29 12:25:00",Wetland,"41.352948, -85.6737",IN,"Ground count","GNR LOC OF TRI-COUNTY FWA",3,admin,"2019-07-18 19:15:20"
6516,Observation,"2018-10-29 12:25:00",Wetland,"44.65459838, -88.53624593",WI,"Point count","Pike's Peak Flowage; Narvario WA",15870,admin,"2019-07-18 19:15:20"
6517,Observation,"2018-10-29 12:35:00",Wetland,"41.749317, -86.006365",IN,"Point count","CNT PNT OF BOOT LAKE",24,admin,"2019-07-18 19:15:20"
6518,Observation,"2018-10-29 12:36:00","Mixed-Wetland Agricultural field","38.940527, -85.809412",IN,"Ground count","CNT PNT OF NWR LOC 2",0,admin,"2019-07-18 19:15:20"
6519,Observation,"2018-10-29 12:36:00","Mixed-Wetland Agricultural field","38.954777, -85.803061",IN,"Ground count","CNT PNT OF NWR LOC 1",0,admin,"2019-07-18 19:15:20"
6520,Observation,"2018-10-29 12:39:00","Mixed-Wetland Agricultural field","41.6854, -85.1935",IN,"Ground count","GNR LOC OF ROOST",1210,admin,"2019-07-18 19:15:20"
6521,Observation,"2018-10-29 12:40:00",Wetland,"39.389729, -86.043628",IN,"Ground count","GNR LOC OF MARSH PER DESC",0,admin,"2019-07-18 19:15:20"
6522,Observation,"2018-10-29 12:42:00",Wetland,"41.29148, -85.65369",IN,"Point count","CNT PNT OF MARSH",64,admin,"2019-07-18 19:15:20"
6523,Observation,"2018-10-29 12:42:00",Wetland,"41.744582, -85.829426",IN,"Point count","GNR PNT OF PIPEWORT POND",42,admin,"2019-07-18 19:15:20"
6524,Observation,"2018-10-29 13:00:00","Agricultural field","41.927275, -84.592966",MI,"Ground count","HILLSDALE AIRPORT ON STATE RD AT STERLING",8,admin,"2019-07-18 19:15:20"
6525,Observation,"2018-10-29 13:00:00","Agricultural field","42.0147, -84.592877",MI,"Ground count","US 12 AND STERLING RD",14,admin,"2019-07-18 19:15:20"
6526,Observation,"2018-10-29 13:00:00","Agricultural field","42.073354, -84.377803",MI,"Ground count","VICARY AND GATES ROADS",8,admin,"2019-07-18 19:15:20"
6527,Observation,"2018-10-29 13:00:00","Agricultural field","42.105833, -84.417222",MI,"Ground count","GNR LOC OF LIBERTY TWP",18,admin,"2019-07-18 19:15:20"
6528,Observation,"2018-10-29 13:41:00","Agricultural field","38.8919, -86.0927",IN,"Ground count","GNR LOC OF EWING BOTTOM",0,admin,"2019-07-18 19:15:20"
6529,Observation,"2018-10-29 14:30:00","Agricultural field","43.106151, -83.186336",MI,"Ground count","CNT PNT OF TOWNSHIP",68,admin,"2019-07-18 19:15:20"
6530,Observation,"2018-10-29 15:00:00","Agricultural field","43.965383, -86.201325",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",43,admin,"2019-07-18 19:15:20"
6531,Observation,"2018-10-29 17:30:00","Mixed-Wetland Agricultural field","44.020631, -86.3401",MI,"Ground count","GNR LOC OF TWP",98,admin,"2019-07-18 19:15:20"
6532,Observation,"2018-10-29 20:15:00",Wetland,"42.320098, -84.290077",MI,"Point count","CNT PNT OF SANCTUARY",617,admin,"2019-07-18 19:15:20"
6533,Observation,"2018-10-29 21:20:00",Wetland,"42.6306, -88.161",WI,"Point count","GNR LOC OF ROOST",0,admin,"2019-07-18 19:15:20"
6534,Observation,"2018-10-29 21:24:00","Agricultural field","42.423001, -84.082292",MI,"Ground count","GNR LOC OF FIELD PER DESC;ROEPKE RD S OF BOWDISH RD",3,admin,"2019-07-18 19:15:20"
6535,Observation,"2018-10-29 21:30:00","Mixed-Wetland Agricultural field","42.414529, -85.476582",MI,"Ground count","GNR LOC PER DESC",500,admin,"2019-07-18 19:15:20"
6536,Observation,"2018-10-29 21:45:00","Agricultural field","42.407971, -84.08498",MI,"Ground count","GNR LOC OF FIELD PER DESC;ROEPKE RD S OF BOYCE RD",5,admin,"2019-07-18 19:15:20"
6537,Observation,"2018-10-29 21:45:00",Wetland,"42.432466, -84.020541",MI,"Point count","GNR LOC OF Patterson Lake",61,admin,"2019-07-18 19:15:20"
6538,Observation,"2018-10-29 21:45:00",Wetland,"44.367, -83.456",MI,"Point count","GNR LOC OF ROOST",14,admin,"2019-07-18 19:15:20"
6539,Observation,"2018-10-29 21:50:00",Wetland,"41.20176432, -87.01526683",IN,"Point count","GNR LOC OF MAIN ROOST",1369,admin,"2019-07-18 19:15:20"
6540,Observation,"2018-10-29 22:05:00",Wetland,"42.320565, -84.329512",MI,"Point count","GNR LOC; HAWKINS RD S OF PROTAGE RIVER DRAIN BRIDGE AND NORTH OF DALTON RD",0,admin,"2019-07-18 19:15:20"
6541,Observation,"2018-10-29 22:17:00","Agricultural field","44.0962, -86.2675",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",341,admin,"2019-07-18 19:15:20"
6542,Observation,"2018-10-29 22:28:00",Wetland,"42.238312, -84.102472",MI,"Point count","CNT PNT OF GRASS LAKE MARSH PER DESC",237,admin,"2019-07-18 19:15:20"
6543,"Observation 6543","2016-10-29 22:30:00",Wetland,"42.11497, -85.609713",MI,"Point count",.,2485,admin,"2019-07-18 19:15:20"
6544,Observation,"2018-10-29 22:30:00",Wetland,"42.152822, -84.277562",MI,"Point count","GNR LOC OF STONEY LAKE",604,admin,"2019-07-18 19:15:20"
6545,Observation,"2018-10-29 22:30:00",Wetland,"42.803, -83.615",MI,"Point count","CNT PNT OF BUSH LAKE",74,admin,"2019-07-18 19:15:20"
6546,Observation,"2018-10-29 22:30:00",Wetland,"43.325367, -84.037682",MI,"Point count","GNR LOC OF ROOST 1",1510,admin,"2019-07-18 19:15:20"
6547,Observation,"2018-10-29 22:30:00",Wetland,"43.356651, -84.014099",MI,"Point count","GNR LOC OF ROOST 3",10,admin,"2019-07-18 19:15:20"
6548,Observation,"2018-10-29 23:00:00",Wetland,"42.1656311, -84.2051169",MI,"Point count","CNT PNT OF COBB LAKE PER DESC",51,admin,"2019-07-18 19:15:20"
6549,Observation,"2018-10-29 23:10:00",Wetland,"42.35514, -84.290026",MI,"Point count","GNR LOC OF Rasche wetland",1380,admin,"2019-07-18 19:15:20"
6550,Observation,"2018-10-29 23:10:00",Wetland,"44.054095, -86.177225",MI,"Point count","GNR LOC OF ROOST PER DESC",72,admin,"2019-07-18 19:15:20"
6551,Observation,"2018-10-30 11:34:00",Wetland,"45.81049, -92.6817",WI,"Point count","GNR LOC OF CREX MEADOWS WA",9022,admin,"2019-07-18 19:15:20"
6552,Observation,"2018-10-30 12:00:00",Wetland,"45.17572, -87.640421",MI,"Ground count","GNR LOC OF WM MITIGATION POND",42,admin,"2019-07-18 19:15:20"
6553,Observation,"2018-10-30 12:45:00",Wetland,"41.145607, -86.94426",IN,"Point count","GNR LOC OF MAIN ROOST",5965,admin,"2019-07-18 19:15:20"
6554,Observation,"2018-10-30 12:45:00",Wetland,"42.3571615, -84.2602293",MI,"Point count","GNR LOC OF Big Portage Lake dam; CNT PNT OF SEC 25",150,admin,"2019-07-18 19:15:20"
6555,Observation,"2018-10-30 13:15:00","Mixed-Wetland Agricultural field","40.709553, -83.281773",OH,"Point count",.,0,admin,"2019-07-18 19:15:20"
6556,Observation,"2018-10-30 14:15:00","Agricultural field","41.963392, -84.99759",MI,"Ground count","CNT PNT OF COLDWATER TWP",176,admin,"2019-07-18 19:15:20"
6557,Observation,"2018-10-30 15:45:00",Wetland,"41.435771, -80.793707",OH,"Point count",.,41,admin,"2019-07-18 19:15:20"
6558,Observation,"2018-10-30 15:45:00","Mixed-Wetland Agricultural field","41.680307, -84.693841",OH,"Point count",.,0,admin,"2019-07-18 19:15:20"
6559,Observation,"2018-10-30 16:43:00","Mixed-Wetland Agricultural field","41.607327, -83.209651",OH,"Point count",.,0,admin,"2019-07-18 19:15:20"
6560,Observation,"2018-10-30 20:13:00","Mixed-Wetland Agricultural field","40.752679, -82.091832",OH,"Ground count",.,137,admin,"2019-07-18 19:15:20"
6561,Observation,"2018-10-30 21:23:00","Agricultural field","43.573769, -88.647773",WI,"Point count","GNR LOC OF REFUGE",2152,admin,"2019-07-18 19:15:20"
6562,Observation,"2018-10-30 21:45:00",Wetland,"44.6965, -89.8175",WI,"Point count","GNR LOC OF ROOST",2321,admin,"2019-07-18 19:15:20"
6563,Observation,"2018-10-30 22:00:00",Wetland,"44.33524, -84.82397",MI,"Point count","GNR LOC OF MELLSVILLE SWAMP",2310,admin,"2019-07-18 19:15:20"
6564,Observation,"2018-10-30 22:09:00",Wetland,"44.2079, -83.9376",MI,"Point count","GNR LOC OF AG FIELD PER DESC",1027,admin,"2019-07-18 19:15:20"
6565,Observation,"2018-10-30 23:00:00",Sandbar,"43.5691, -89.6138",WI,"Ground count","Sandbars in River",5105,admin,"2019-07-18 19:15:20"
6566,Observation,"2018-10-30 23:25:00",Wetland,"42.38205, -84.1673",MI,"Point count","Cnt Pnt of Schumacher Marsh",66,admin,"2019-07-18 19:15:20"
6567,Observation,"2018-10-30 23:30:00",Wetland,"42.3951289, -84.9974012",MI,"Point count","GNR LOC OF ROOST",6928,admin,"2019-07-18 19:15:20"
6568,Observation,"2018-10-30 23:50:00",Wetland,"42.115439, -85.610315",MI,"Point count","GNR LOC OF ROOST",2106,admin,"2019-07-18 19:15:20"
6569,Observation,"2018-10-30 23:59:00",Wetland,"44.902128, -87.845455",WI,"Point count",.,765,admin,"2019-07-18 19:15:20"
6570,Observation,"2018-10-31 12:00:00","Mixed-Wetland Agricultural field","43.411, -89.296",WI,"Ground count","GNR LOC OF MUD LAKE WA",0,admin,"2019-07-18 19:15:20"
6571,Observation,"2018-10-31 12:15:00",Wetland,"39.544081, -84.997579",IN,"Ground count","GNR LOC OF BROOKVILLE LAKE",0,admin,"2019-07-18 19:15:20"
6572,Observation,"2018-10-31 12:37:00",Wetland,"45.512353, -93.755383",MN,"Ground count","GNR LOC OF MAIN ROOST",8028,admin,"2019-07-18 19:15:20"
6573,Observation,"2018-10-31 21:30:00",Wetland,"42.772389, -83.815571",MI,"Point count","GNR LOC OF BENNETT LAKE",247,admin,"2019-07-18 19:15:20"
6574,Observation,"2018-10-31 23:04:00",Sandbar,"43.42406, -89.528697",WI,"Ground count",.,368,admin,"2019-07-18 19:15:20"
6575,Observation,"2018-10-31 23:10:00",Sandbar,"43.8152, -89.9096",WI,"Point count","GNR LOC OF CASTLE ROCK LAKE-QUINCY BLUFF",1150,admin,"2019-07-18 19:15:20"
6576,Observation,"2018-11-01 13:00:00",Wetland,"36.255982, -88.982079",TN,"Point count","GNR LOC ON REFUGE",0,admin,"2019-07-18 19:15:20"
6577,Observation,"2018-11-01 14:30:00","Agricultural field","35.39682069, -84.99529683",TN,"Ground count","GNR LOC ON REFUGE",0,admin,"2019-07-18 19:15:20"
6578,Observation,"2018-11-01 15:30:00","Agricultural field","45.607292, -84.50134",MI,"Point count","GNR LOC PER DESC",4,admin,"2019-07-18 19:15:20"
6579,Observation,"2018-11-01 21:30:00",Wetland,"42.628759, -86.143154",MI,"Point count","GNR LOC OF ROOST PER DESC",1140,admin,"2019-07-18 19:15:20"
6580,Observation,"2018-11-01 22:00:00",Wetland,"44.142494, -90.191249",WI,"Point count","GNR LOC OF WETLAND ROOST",2,admin,"2019-07-18 19:15:20"
6581,Observation,"2018-11-01 22:07:00",Wetland,"44.061529, -90.168361",WI,"Point count","GNR LOC OF WETLAND ROOST",257,admin,"2019-07-18 19:15:20"
6582,Observation,"2018-11-01 22:13:00",Wetland,"44.34879891, -90.17863697",WI,"Point count","GNR LOC OF WILDLIFE AREA",5674,admin,"2019-07-18 19:15:20"
6583,Observation,"2018-11-01 23:00:00",Wetland,"42.39317, -84.58524",MI,"Point count","CNT PNT OF FULLER LAKE",204,admin,"2019-07-18 19:15:20"
6584,Observation,"2018-11-01 23:00:00",Wetland,"44.073753, -90.183784",WI,"Point count","GNR LOC OF WETLAND ROOST",436,admin,"2019-07-18 19:15:20"
6585,Observation,"2018-11-01 23:05:00",Sandbar,"43.58863, -89.55371",WI,"Ground count","Sandbars on Wisconsin River",1749,admin,"2019-07-18 19:15:20"
6586,Observation,"2018-11-01 23:15:00",Wetland,"44.052165, -90.151444",WI,"Point count","GNR LOC OF WETLAND ROOST",240,admin,"2019-07-18 19:15:20"
6587,Observation,"2018-11-02 12:10:00",Wetland,"44.097087, -88.96778",WI,"Ground count","GNR LOC OF WETLAND ROOST",2366,admin,"2019-07-18 19:15:20"
6588,Observation,"2018-11-02 15:00:00",Wetland,"42.194372, -84.548669",MI,"Point count","GNR LOC OF LIME LAKE AND SURROUNDING AREA",13,admin,"2019-07-18 19:15:20"
6589,Observation,"2018-11-02 16:30:00","Agricultural field","42.028775, -84.167836",MI,"Ground count","GNR LOC OF FIELD PER DESC",23,admin,"2019-07-18 19:15:20"
6590,Observation,"2018-11-02 20:30:00",Wetland,"42.149657, -84.210454",MI,"Point count","GNR LOC OF NORELL MILLPOND",0,admin,"2019-07-18 19:15:20"
6591,Observation,"2018-11-02 21:50:00",Wetland,"42.84533, -84.33082",MI,"Point count","GNR LOC OF ROOST",486,admin,"2019-07-18 19:15:20"
6592,Observation,"2018-11-02 22:00:00",Wetland,"42.49388, -85.324587",MI,"Point count","GNR LOC OF ROOST",70,admin,"2019-07-18 19:15:20"
6593,Observation,"2018-11-02 22:30:00",Wetland,"42.050363, -84.171708",MI,"Ground count","GNR LOC OF ROOST",2,admin,"2019-07-18 19:15:20"
