"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
1859,2017-04-10 17:39:18.930,2017-03-15 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Caloosahatchee River,1,1,1,,,,,0,,,,rball,327,N,2017-02-14 00:00:00.000,260,N,2015-02-14 00:00:00.000,,LPZ,1,vedmonds,2017-04-10 17:39:18.930,vedmonds,2017-04-10 17:39:37.383
1862,2018-03-09 04:22:03.513,2018-03-07 00:00:00.000,Crane Creek,FL,Brevard,Coco beach,Crane Creek,1,1,1,,,,,0,,,,lcroft,372,N,2018-03-07 00:00:00.000,245,N,2018-03-07 00:00:00.000,"SWF,FWC,SFM",SWF,1,jpeterson,2018-03-09 04:22:03.513,jpeterson,2018-03-09 04:22:50.233
1864,2017-02-26 10:22:24.470,2017-02-07 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Caloosahatchee River,1,1,1,,,,,0,,,,rball,311,N,2017-01-19 00:00:00.000,250,N,2017-01-19 00:00:00.000,,LPZ,1,vedmonds,2017-02-26 10:22:24.470,vedmonds,2017-02-26 10:22:56.290
1865,2017-02-26 10:27:25.750,2017-02-16 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Caloosahatchee River,1,1,1,,,,,0,,,,rball,265,N,2017-02-16 00:00:00.000,240,N,2017-02-16 00:00:00.000,morphometrics collected on release day,LPZ,1,vedmonds,2017-02-26 10:27:25.750,vedmonds,2017-02-26 10:27:49.660
1868,2019-03-06 14:54:46.933,2019-03-07 00:00:00.000,CCEC-FPL,FL,Volusia,Cocoa,Indian River,1,1,1,1,1,"seagrass, hydrilla, hyacinth","12",0,,,,dmurphy,296,N,2018-12-13 00:00:00.000,243,N,2018-12-13 00:00:00.000,,SFM,1,vedmonds,2019-03-06 14:54:46.933,vedmonds,2019-03-08 15:52:16.207
1871,2017-03-06 08:17:17.873,2017-02-28 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,1,1,,,,,0,,,,lcroft,386,N,2017-02-25 00:00:00.000,271,N,2017-02-25 00:00:00.000,,SWF,1,jpeterson,2017-03-06 08:17:17.873,jpeterson,2017-03-06 08:19:01.647
1872,2017-03-06 08:20:40.077,2017-02-28 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,1,1,,,,,0,,,,lcroft,381,N,2017-02-25 00:00:00.000,273,N,2017-02-28 00:00:00.000,,SWF,1,jpeterson,2017-03-06 08:20:40.077,jpeterson,2017-03-06 08:22:25.753
1884,2019-03-19 04:34:07.953,2019-01-30 00:00:00.000,orange river,FL,Lee,Fort Myers,Orange river,1,1,1,1,,,,1,B,B,"10",sdirocco,361,N,2019-01-30 00:00:00.000,795,N,2019-01-30 00:00:00.000,,SWF,1,jpeterson,2019-03-19 04:34:07.953,jpeterson,2019-03-19 04:34:47.490
1886,2017-08-08 08:53:16.453,2017-08-01 00:00:00.000,Horton Park boat ramp,FL,Lee,Cape Coral,Calossahatchee River,1,1,1,,,,,0,,,,rball,438,N,2017-05-25 00:00:00.000,287,N,2017-05-25 00:00:00.000,,LPZ,1,vedmonds,2017-08-08 08:53:16.453,vedmonds,2017-08-08 09:01:31.330
1887,2017-05-28 09:17:50.387,2017-06-13 00:00:00.000,Hunter Springs Park,FL,Citrus,Crystal River,King's Bay,1,1,1,,,,,0,,,,rball,481,N,2017-05-16 00:00:00.000,293,N,2017-05-16 00:00:00.000,previous ID in Crystal River  CCR0705,LPZ,1,vedmonds,2017-05-28 09:17:50.387,vedmonds,2017-06-18 14:22:01.543
1887,2017-06-07 07:34:01.963,2017-06-13 00:00:00.000,Hunter Springs Park,FL,Citrus,Crystal River,Kings Bay,1,1,1,,,,,0,,,,rball,481,N,2017-05-16 00:00:00.000,293,N,2017-05-16 00:00:00.000,,LPZ,1,vedmonds,2017-06-07 07:34:01.963,vedmonds,2017-06-18 14:22:01.543
1889,2017-12-08 05:34:28.317,2017-06-06 00:00:00.000,Demere Key,FL,Lee,St. James city,Pine Island sound,1,1,1,,,,,0,,,,lcroft,250,N,2017-06-06 00:00:00.000,260,N,2017-06-06 00:00:00.000,,SWF,1,jpeterson,2017-12-08 05:34:28.317,jpeterson,2017-12-08 05:34:58.683
1890,2017-12-08 05:31:59.420,2017-06-06 00:00:00.000,Ainger creek park,FL,Charlotte,Englewood ,Ainger creek,1,1,1,,,,,0,,,,lcroft,186,Y,2017-06-06 00:00:00.000,256,N,2017-06-06 00:00:00.000,,SWF,1,jpeterson,2017-12-08 05:31:59.420,jpeterson,2017-12-08 05:32:35.340
1895,2017-09-27 14:36:09.737,2017-09-27 00:00:00.000,Miami Seaquarium,FL,Miami/Dade,Miami,Biscayne Bay,0,0,0,,,,,0,,,,mrodriguez,526,N,2017-09-27 00:00:00.000,288,N,2017-09-27 00:00:00.000,,MSQ,1,jlinvill,2017-09-27 14:36:09.737,jlinvill,2017-09-27 14:38:29.500
1901,2019-03-07 14:35:14.390,2019-03-07 00:00:00.000,CCEC port St. John power plant,FL,Brevard,Cocoa,Indian river,1,1,1,,,,,0,,,,sdirocco,238,N,2019-03-07 00:00:00.000,223,N,2019-03-07 00:00:00.000,Goober was released with 5 other animals at the power plant,SWF,1,jpeterson,2019-03-07 14:35:14.390,jpeterson,2019-03-18 04:11:49.390
1901,2019-03-18 04:10:20.207,2019-03-07 00:00:00.000,FPL-CCE power plant,FL,Brevard,Cocoa,Indian River,1,1,1,1,,,,1,B,B,"02",sdirocco,238,N,2019-03-07 00:00:00.000,247,N,2019-03-07 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:10:20.207,jpeterson,2019-03-18 04:11:49.390
1902,2021-02-19 13:43:54.370,2021-02-15 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,1,0,1,1,"coontail, hydrilla/elodea, and frog bit","12",1,F,F,"12",yjafarey,494,N,2021-02-15 00:00:00.000,270,N,2021-02-15 00:00:00.000,,JAX,1,cmiller,2021-02-19 13:43:54.370,cmiller,2021-02-19 13:52:59.413
1905,2017-08-22 12:52:59.267,2017-08-02 00:00:00.000,river breeze boat ramp,FL,Brevard,oak hill,Mosquito lagoon,1,1,1,,,,,0,,,,lcroft,243,N,2017-08-02 00:00:00.000,228,N,2017-08-02 00:00:00.000,SWF Tm1711B was released at river breeze boat ramp at 1050am. once released he swam north up the river and took a few good breaths before he was out of site.,SWF,1,jpeterson,2017-08-22 12:52:59.267,jpeterson,2017-08-22 12:53:42.507
1908,2017-09-29 13:53:27.880,2017-09-28 00:00:00.000,Calusa Campground ,FL,Monroe,Key Largo,Calusa Campground canal,0,0,0,,,,,0,,,,mrodriguez,200,N,2017-09-28 00:00:00.000,216,N,2017-09-28 00:00:00.000,,MSQ,1,jlinvill,2017-09-29 13:53:27.880,jlinvill,2017-09-29 13:54:06.520
1911,2017-08-03 08:38:53.910,2017-05-22 00:00:00.000,Hunter Springs,FL,Citrus,Crystal River,Crystal River,1,1,1,1,1,hydrilla and Lyngbya,>12,1,F,F,>12,rball,283,N,2017-05-12 00:00:00.000,268,N,2017-05-12 00:00:00.000,,HSSWP,1,tfowler,2017-08-03 08:38:53.910,tfowler,2017-08-03 08:39:41.183
1913,2017-08-08 09:08:55.113,2017-04-12 00:00:00.000,Shell Island boat ramp,FL,Collier,Naples,Rookery Bay,1,1,1,,,,,0,,,,rball,463,N,2017-07-11 00:00:00.000,309,N,2017-07-11 00:00:00.000,,LPZ,1,vedmonds,2017-08-08 09:08:55.113,vedmonds,2017-08-08 09:26:37.417
1916,2018-07-06 05:23:24.433,2018-06-27 00:00:00.000,Lee warrner park,FL,Brevard,geneva,Bananna River,1,1,1,,,,,0,,,,lcroft,727,N,2018-06-27 00:00:00.000,347,N,2018-06-27 00:00:00.000,,SWF,1,jpeterson,2018-07-06 05:23:24.433,jpeterson,2018-07-06 05:23:55.397
1920,2019-06-27 16:05:14.650,2019-06-20 00:00:00.000,Round island - 2201 Highway A1A,FL,Indian River,Vero Beach,Round Island,0,0,0,,,,,0,,,,mrodriguez,454,Y,2019-06-20 00:00:00.000,275,N,2019-06-20 00:00:00.000,,MSQ,1,jheyde,2019-06-27 16:05:14.650,jheyde,2019-06-27 16:10:33.420
1921,2017-08-06 15:30:48.920,2017-07-24 00:00:00.000,Sims Park,FL,Pasco,New Port Richey,Pithachascotee River,1,1,1,,,,,0,,,,rball,562,N,2017-06-27 00:00:00.000,285,N,2017-06-27 00:00:00.000,released with calf RNW 1713,LPZ,1,vedmonds,2017-08-06 15:30:48.920,vedmonds,2017-08-06 15:35:47.450
1922,2017-08-06 15:38:47.647,2017-07-20 00:00:00.000,Sims Park,FL,Pasco,New Port Richey,Pithachascotee River,1,1,1,,,,,0,,,,rball,64,N,2017-06-27 00:00:00.000,130,N,2017-06-27 00:00:00.000,released with dam RNW1712,LPZ,1,vedmonds,2017-08-06 15:38:47.647,vedmonds,2017-08-06 15:44:49.840
1923,2018-04-08 11:50:30.850,2018-04-03 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,0,0,0,,,,,0,,,,mrodriguez,449,N,2018-04-03 00:00:00.000,276,N,2018-03-08 00:00:00.000,,MSQ,1,jlinvill,2018-04-08 11:50:30.850,jlinvill,2018-04-08 11:51:43.280
1924,2018-07-16 10:55:08.750,2018-07-11 00:00:00.000,river breeze boat ramp,FL,Brevard,Edgewater,Bananna River,1,1,1,,,,,0,,,,lcroft,338,N,2018-06-24 00:00:00.000,238,N,2018-07-11 00:00:00.000,,SWF,1,jpeterson,2018-07-16 10:55:08.750,jpeterson,2018-07-16 10:56:02.810
1940,2017-10-26 18:53:29.200,2017-10-11 00:00:00.000,Homosassa Springs,FL,Citrus,Homosassa,Homosassa River,1,1,1,,,,,0,,,,rball,184,N,2017-10-11 00:00:00.000,208,N,2017-10-11 00:00:00.000,,LPZ,1,vedmonds,2017-10-26 18:53:29.200,vedmonds,2017-10-26 18:53:47.303
1944,2017-12-14 06:59:36.280,2017-12-12 00:00:00.000,St. John Boat Ramp,FL,Brevard,Port St. John,Indian River,0,0,0,,,,,0,,,,mrodriguez,433,N,2017-12-12 00:00:00.000,288,N,2017-12-01 00:00:00.000,,MSQ,1,jlinvill,2017-12-14 06:59:36.280,jlinvill,2017-12-14 07:01:21.093
1946,2021-02-19 13:56:18.540,2021-02-15 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,St. Johns River,1,1,0,1,1,"coontail, hydrilla/elodea, and frog bit","12",1,F,F,"12",yjafarey,476,N,2021-02-15 00:00:00.000,256,N,2021-02-15 00:00:00.000,,JAX,1,cmiller,2021-02-19 13:56:18.540,cmiller,2021-02-19 13:58:05.617
1951,2021-02-15 10:09:43.280,2021-02-15 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,1,,,,1,B,B,"03",sdirocco,275,N,2021-02-15 00:00:00.000,224,N,2021-02-15 00:00:00.000,,SWF,1,lbraso,2021-02-15 10:09:43.280,lbraso,2021-02-15 10:10:39.520
1962,2021-02-07 06:34:14.750,2021-02-03 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,0,1,,,,1,B,B,"02",sdirocco,368,N,2021-02-03 00:00:00.000,253,N,2021-02-03 00:00:00.000,,SWF,1,lbraso,2021-02-07 06:34:14.750,lbraso,2021-02-07 06:35:09.917
1962,2021-09-08 11:07:49.317,2021-09-08 00:00:00.000,E G Simmons Park,FL,Hillsborough,Ruskin,Tampa Bay,0,0,0,,,,,0,,,,sdirocco,372,N,2021-09-08 00:00:00.000,250,N,2021-09-08 00:00:00.000,,SWF,1,lbraso,2021-09-08 11:07:49.317,lbraso,2021-09-08 11:08:39.603
1963,2018-01-16 10:39:00.527,2018-01-10 00:00:00.000,Port St. Johns boat ramp,FL,Brevard,Merrit Island,Mosquito lagoon,1,1,1,,,,,0,,,,lcroft,336,N,2018-01-10 00:00:00.000,267,N,2018-01-10 00:00:00.000,,SWF,1,jpeterson,2018-01-16 10:39:00.527,jpeterson,2018-01-16 10:39:52.477
1964,2018-02-26 06:08:54.357,2018-02-14 00:00:00.000,Teco power plant,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,lcroft,375,N,2018-02-14 00:00:00.000,260,N,2018-02-14 00:00:00.000,"SWF,FWC",SWF,1,jpeterson,2018-02-26 06:08:54.357,jpeterson,2018-02-26 06:09:35.063
1968,2018-01-23 15:08:46.830,2018-01-23 00:00:00.000,Calusa Campgrounds,FL,Monroe,Key Largo,Calusa Campground canal,0,0,0,,,,,0,,,,mrodriguez,433,N,2018-01-23 00:00:00.000,297,N,2018-01-23 00:00:00.000,,MSQ,1,jlinvill,2018-01-23 15:08:46.830,jlinvill,2018-01-23 15:09:46.437
1978,2017-12-28 15:50:48.233,2017-01-04 00:00:00.000,Port St.John,FL,Brevard,Port St. John,ICW,1,1,0,,,,,0,,,,mpersky,390,N,2017-12-13 00:00:00.000,263,N,2017-12-13 00:00:00.000,"Animal was transported from Charleston, SC and was treated for ""cold-stress"" upon arrival at the Jacksonville Zoo and Garden's Manatee Critical Care Center on 11/28/2017. Manatee had a few bouts of GI issues and sloughed some abscess sites on her tail but has been doing great over the past few weeks. No concerns regarding animal's pending release. ",JAX,1,mpersky,2017-12-28 15:50:48.233,dbear,2018-01-11 07:45:29.333
1981,2019-02-17 06:41:04.650,2019-02-26 00:00:00.000,Cape Canaveral Power Plant,FL,Brevard,Cocoa,Indian River/ICW,1,0,0,1,1,"Coontail, Frogbit, and Hydrilla (seagrass briefly)","11",0,F,B,"00",mpersky,368,N,2019-02-14 00:00:00.000,243,N,2019-02-14 00:00:00.000,,JAX,1,cmiller,2019-02-17 06:41:04.650,cmiller,2019-03-07 16:41:24.643
1982,2020-01-16 10:39:33.397,2020-01-16 00:00:00.000,Port St. John boat ramp,FL,Brevard,Port St. John,Indian river,0,0,0,,,,,0,,,,creid,456,N,2020-01-16 00:00:00.000,263,N,2020-01-16 00:00:00.000,,SWF,1,lbraso,2020-01-16 10:39:33.397,lbraso,2020-01-16 10:42:43.853
1985,2018-02-01 07:01:33.987,2018-02-01 00:00:00.000,Three sisters,FL,Citrus,Crystal River,Kings Bay,1,1,1,,,,,0,,,,lcroft,172,N,2018-02-01 00:00:00.000,205,N,2018-02-01 00:00:00.000,,SWF,1,jpeterson,2018-02-01 07:01:33.987,lbraso,2019-08-18 08:22:08.910
1987,2018-03-28 09:24:04.513,2018-03-28 00:00:00.000,Teco power plant,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,lcroft,213,N,2018-03-28 00:00:00.000,220,N,2018-03-28 00:00:00.000,,SWF,1,jpeterson,2018-03-28 09:24:04.513,jpeterson,2018-03-28 09:25:22.773
1988,2018-03-02 14:32:05.250,2018-03-01 00:00:00.000,Round Island,FL,Indian River,Vero Beach,Indian River,0,0,0,,,,,0,,,,mrodriguez,533,N,2018-03-01 00:00:00.000,306,N,2018-03-01 00:00:00.000,,MSQ,1,jlinvill,2018-03-02 14:32:05.250,jlinvill,2018-03-02 14:33:12.527
1988,2020-01-27 08:51:14.047,2020-01-23 00:00:00.000,Jim Barry Park,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon,0,0,0,,,,,0,,,,mrodriguez,517,N,2020-01-23 00:00:00.000,337,N,2020-01-23 00:00:00.000,,MSQ,1,jheyde,2020-01-27 08:51:14.047,jheyde,2020-01-27 08:57:11.020
1989,2018-11-15 15:51:26.657,2018-11-08 00:00:00.000,Koreshan State Park,FL,Lee,Estero,Estero River,1,1,1,,,,,0,,,,dmurphy,299,N,2018-11-08 00:00:00.000,254,N,2018-11-08 00:00:00.000,"released with FWC-SWFS, Clearwater Marine Aquarium and South Florida Museum",LPZ,1,vedmonds,2018-11-15 15:51:26.657,vedmonds,2018-11-15 15:51:58.940
1990,2020-01-27 09:07:14.750,2020-01-23 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,Port Everglades,1,0,1,1,1,"Shoal grass, Turtle grass, Macro/micro algaes","02",1,B,B,"12",mrodriguez,291,N,2020-01-23 00:00:00.000,260,N,2020-01-23 00:00:00.000,,MSQ,1,jheyde,2020-01-27 09:07:14.750,jheyde,2020-01-27 09:14:38.007
1993,2018-11-28 12:23:36.537,2018-11-06 00:00:00.000,Koreshan State Park,FL,Collier,Naples,Estero River,1,0,0,,,,,0,,,,sdirocco,336,N,2018-11-06 00:00:00.000,246,N,2018-11-06 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:23:36.537,tfowler,2018-11-28 12:24:11.370
1995,2018-11-28 12:05:33.503,2018-11-06 00:00:00.000,Port of Islands,FL,Collier,Naples,Port of the Islands,0,0,0,,,,,0,,,,sdirocco,435,N,2018-11-06 00:00:00.000,230,N,2018-11-06 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:05:33.503,tfowler,2018-11-28 12:06:57.173
1996,2021-02-16 13:23:42.957,2021-02-16 00:00:00.000,"3 Sisters Spring",FL,Citrus,Crystal River,Crystal River,1,0,0,1,,,,1,F,F,>12,sdirocco,318,N,2021-02-15 00:00:00.000,243,N,2021-02-16 00:00:00.000,,SWF,1,lbraso,2021-02-16 13:23:42.957,lbraso,2021-02-16 13:24:23.990
1996,2022-05-08 10:10:56.290,2022-05-08 00:00:00.000,Three Sisters Spring ,FL,Citrus,Crystal River,Three Sisters Spring ,0,0,0,,,,,0,,,,mnau,306,N,2022-04-28 00:00:00.000,251,N,2022-04-28 00:00:00.000,,LPZ,1,mlippincot,2022-05-08 10:10:56.290,mlippincot,2022-05-08 10:11:17.430
1997,2020-02-28 04:14:58.540,2020-02-27 00:00:00.000,Three Sisters Spring,FL,Citrus,crystal river,Crystal River,0,0,0,,,,,0,,,,sdirocco,313,N,2020-02-27 00:00:00.000,246,N,2020-02-27 00:00:00.000,,SWF,1,lbraso,2020-02-28 04:14:58.540,lbraso,2020-02-28 04:15:27.050
1997,2021-02-16 13:20:38.947,2021-02-16 00:00:00.000,"3 Sisters Spring",FL,Citrus,Crystal River,Crystal River,0,0,0,,,,,0,,,,creid,295,N,2021-02-16 00:00:00.000,240,N,2021-02-16 00:00:00.000,,SWF,1,lbraso,2021-02-16 13:20:38.947,lbraso,2021-02-16 13:21:13.600
2000,2018-04-08 11:37:18.673,2018-04-03 00:00:00.000,Waterway Park,FL,Palm Beach,Jupiter,Lake Worth Canal,0,0,0,,,,,0,,,,mrodriguez,272,N,2018-04-03 00:00:00.000,242,N,2018-02-28 00:00:00.000,,MSQ,1,jlinvill,2018-04-08 11:37:18.673,jlinvill,2018-04-08 11:41:10.647
2001,2019-12-17 15:12:35.820,2019-12-16 00:00:00.000,Three Sisters Springs ,FL,Citrus,Crystal River ,Three Sisters Springs ,1,0,0,1,1,Hydrilla and Hyacinth ,"04",1,F,F,"04",lsmith,261,N,2019-12-13 00:00:00.000,224,N,2019-12-13 00:00:00.000,,LPZ,1,mlippincot,2019-12-17 15:12:35.820,mlippincot,2019-12-17 15:12:57.110
2002,2019-11-19 13:03:56.003,2019-12-18 00:00:00.000,Three Sisters Springs ,FL,Citrus,Crystal River ,Three Sisters Springs ,1,0,0,1,1,Hydrilla and Hyacinth ,"05",1,F,F,"05",lsmith,299,N,2019-11-05 00:00:00.000,240,N,2019-11-05 00:00:00.000,,LPZ,1,mlippincot,2019-11-19 13:03:56.003,mlippincot,2019-12-17 15:09:39.713
2002,2024-05-14 09:33:09.413,2024-05-14 00:00:00.000,Hunter Spring,FL,Citrus,Crystal River,Crystal River,1,0,0,,,,,0,,,,LStaggs,409,N,2024-05-14 00:00:00.000,266,N,2024-05-14 00:00:00.000,,SWF,1,lbraso,2024-05-14 09:33:09.413,lbraso,2024-05-14 09:34:16.893
2003,2018-11-11 08:38:15.880,2018-11-14 00:00:00.000,"250 H H Burch Road/River Breeze Park",FL,Volusia,Oak Hill,Indian River/ICW,0,0,0,,,,,0,,,,mpersky,256,N,2018-11-06 00:00:00.000,226,N,2018-11-06 00:00:00.000,,JAX,1,cmiller,2018-11-11 08:38:15.880,cmiller,2018-11-14 16:10:02.290
2003,2019-12-20 12:09:14.410,2019-12-18 00:00:00.000,Cape Canaveral Energy Center,FL,Brevard,Cocoa,Indian River/ICW,0,0,0,,,,"00",0,F,B,"00",mpersky,396,N,2019-11-26 00:00:00.000,251,N,2019-12-18 00:00:00.000,,JAX,1,cmiller,2019-12-20 12:09:14.410,cmiller,2019-12-20 12:21:26.407
2007,2018-11-28 11:54:16.150,2018-11-06 00:00:00.000,Koreshan State Park,FL,Lee,Estero,Estero River,1,0,0,,,,,0,,,,sdirocco,470,N,2018-11-06 00:00:00.000,285,N,2018-11-06 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 11:54:16.150,tfowler,2018-11-28 11:55:11.687
2010,2018-05-09 14:09:40.123,2018-05-15 00:00:00.000,Modesky Park/Oak Harbor Boat Ramp,FL,Duval,Jacksonville,Garden Creek/Intracoastal Waterway,1,1,1,,,,,0,,,,mpersky,414,N,2018-05-03 00:00:00.000,279,N,2018-05-03 00:00:00.000,,JAX,1,dbear,2018-05-09 14:09:40.123,dbear,2018-05-17 15:55:23.930
2011,2018-11-28 12:49:03.723,2018-08-13 00:00:00.000,Homosassa Spings Wildlife State Park,FL,Citrus,Homosassa,Homosassa River,0,0,0,,,,,0,,,,creid,393,N,2018-08-08 00:00:00.000,278,N,2018-08-08 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:49:03.723,tfowler,2018-11-28 12:49:51.390
2012,2018-11-28 12:51:52.633,2018-08-13 00:00:00.000,Homosassa Spings Wildlife State Park,FL,Citrus,Homosassa,Homosassa River,0,0,0,,,,,0,,,,creid,163,N,2018-08-08 00:00:00.000,201,N,2018-08-08 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:51:52.633,tfowler,2018-11-28 12:55:34.907
2012,2018-11-28 12:52:07.390,2018-08-13 00:00:00.000,Homosassa Spings Wildlife State Park,FL,Citrus,Homosassa,Homosassa River,0,0,0,,,,,0,,,,creid,163,N,2018-08-08 00:00:00.000,201,N,2018-08-08 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:52:07.390,tfowler,2018-11-28 12:55:34.907
2012,2018-11-28 12:52:15.620,2018-08-13 00:00:00.000,Homosassa Spings Wildlife State Park,FL,Citrus,Homosassa,Homosassa River,1,0,0,,,,,0,,,,creid,163,N,2018-08-08 00:00:00.000,201,N,2018-08-08 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:52:15.620,tfowler,2018-11-28 12:55:34.907
2012,2018-11-28 12:54:57.073,2018-08-13 00:00:00.000,Homosassa Spings Wildlife State Park,FL,Citrus,Homosassa,Homosassa River,0,0,0,,,,,0,,,,creid,163,N,2018-08-08 00:00:00.000,201,N,2018-08-08 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:54:57.073,tfowler,2018-11-28 12:55:34.907
2013,2021-01-20 12:09:38.710,2021-01-20 00:00:00.000,french ave boat ramp BSSP,FL,Volusia,Orange City,St. John's River,0,0,0,,,,,0,,,,sdirocco,636,N,2021-01-20 00:00:00.000,311,N,2021-01-20 00:00:00.000,,SWF,1,lbraso,2021-01-20 12:09:38.710,lbraso,2021-01-20 12:10:29.683
2014,2018-11-13 09:08:06.443,2018-11-11 00:00:00.000,Blue Springs State Park,FL,Brevard,Orange City,St. Johns river,1,1,1,,,,,0,,,,sdirocco,309,N,2018-11-11 00:00:00.000,240,N,2018-11-11 00:00:00.000,,SWF,1,jpeterson,2018-11-13 09:08:06.443,jpeterson,2018-11-13 09:09:06.447
2017,2018-06-08 04:32:24.940,2018-05-30 00:00:00.000,"9505 N. Ocean Shore Blvd. St. Augustine, FL 32080",FL,St. Johns,St. Augustine,ICW,1,1,1,,,,,0,,,,lcroft,395,N,2018-05-30 00:00:00.000,271,N,2018-05-30 00:00:00.000,,SWF,1,jpeterson,2018-06-08 04:32:24.940,jpeterson,2018-06-08 04:34:47.847
2018,2018-10-02 12:50:34.230,2018-09-24 00:00:00.000,Oak Hill,FL,Volusia,Oak Hill,Indian River,1,1,0,,,,,0,,,,rball,506,N,2018-09-24 00:00:00.000,319,N,2018-09-24 00:00:00.000,,HSSWP,1,tfowler,2018-10-02 12:50:34.230,tfowler,2018-10-02 12:51:45.550
2023,2018-08-08 09:54:21.783,2018-07-25 00:00:00.000,"150 smallwood street",FL,Collier,Chokoloskee,chokoloskee bay,1,1,1,,,,,0,,,,sdirocco,225,N,2018-07-25 00:00:00.000,230,N,2018-07-25 00:00:00.000,,SWF,1,jpeterson,2018-08-08 09:54:21.783,jpeterson,2018-08-08 09:59:04.440
2025,2020-10-25 09:14:28.760,2020-10-21 00:00:00.000,Ft. Myers power plant,FL,Lee,Ft. Myers,Orange River,1,1,0,1,,,,1,B,B,"00",sdirocco,415,N,2020-10-21 00:00:00.000,278,N,2020-10-21 00:00:00.000,,SWF,1,lbraso,2020-10-25 09:14:28.760,lbraso,2020-10-25 09:15:22.080
2028,2018-04-24 08:07:23.833,2018-04-20 00:00:00.000,FPL-CCEC Boat Ramp,FL,Brevard,Port St. John,Indian River,0,0,0,,,,,0,,,,lcroft,816,Y,2018-04-20 00:00:00.000,329,N,2018-04-20 00:00:00.000,This was an assist and release rescue. The manatee was released after crab trap gear was removed from right pectoral flipper.,SWF,1,bgreer,2018-04-24 08:07:23.833,bgreer,2018-04-24 08:07:58.547
2040,2018-08-08 09:58:10.100,2018-07-25 00:00:00.000,"150 smallwood street",FL,Collier,Chokoloskee,chokoloskee bay,1,1,1,,,,,0,,,,sdirocco,254,N,2018-07-25 00:00:00.000,231,N,2018-07-25 00:00:00.000,,SWF,1,jpeterson,2018-08-08 09:58:10.100,jpeterson,2018-08-08 09:59:58.633
2046,2019-01-14 04:32:41.197,2018-12-07 00:00:00.000,Three sisters,FL,Citrus,Crystal River,Crystal river,1,1,1,,,,,0,,,,sdirocco,261,N,2018-12-07 00:00:00.000,219,N,2018-12-07 00:00:00.000,"FWC, SWF",SWF,1,jpeterson,2019-01-14 04:32:41.197,dszemer,2019-05-28 08:44:40.307
2048,2019-01-14 04:13:24.707,2018-11-20 00:00:00.000,river breeze boat ramp,FL,Brevard,oak hill,indian river,1,1,1,,,,,0,,,,sdirocco,234,N,2018-11-20 00:00:00.000,224,N,2018-11-20 00:00:00.000,,SWF,1,jpeterson,2019-01-14 04:13:24.707,jpeterson,2019-01-14 04:15:06.327
2050,2019-03-19 04:38:20.003,2019-01-30 00:00:00.000,Caloosahatchee river,FL,Lee,Cape Coral,Caloosahatchee,1,1,1,,,,,0,,,,sdirocco,681,N,2018-12-11 00:00:00.000,338,N,2019-12-11 00:00:00.000,,SWF,1,jpeterson,2019-03-19 04:38:20.003,jpeterson,2019-03-19 04:43:51.820
2050,2019-03-19 04:43:29.647,2019-01-30 00:00:00.000,Orange River,FL,Lee,Fort Myers,Orange river,1,1,1,,,,,0,,,,sdirocco,259,N,2019-01-30 00:00:00.000,232,N,2019-01-30 00:00:00.000,,SWF,1,jpeterson,2019-03-19 04:43:29.647,jpeterson,2019-03-19 04:43:51.820
2055,2018-11-28 12:37:49.417,2018-11-13 00:00:00.000,Sanibel public boat ramp,FL,Lee,Sanibel,San Carlos Bay,0,0,0,,,,,0,,,,sdirocco,293,N,2018-11-13 00:00:00.000,257,N,2018-11-09 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:37:49.417,tfowler,2018-11-28 12:38:37.873
