"MLog","RelDate","RelSite","State","County","City","Waterway","BottomFeed","NatVeg","VegType","MonthsVeg","DisplayType","RelType","MonthsExpWater","Tracker","PartOrg","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
1445,2013-07-18 00:00:00.000,Eddy Creek,FL,Brevard,Titusville,Mosquito Lagoon,,,,,,,,"No tracker, animal was not tagged.","FWC-Indian River Field Lab
Canaveral National Seashore Rangers
SWF
",sgearhart,352,N,2013-06-26 00:00:00.000,254,N,2013-06-26 00:00:00.000,This animal was originally rescued on 12/20/12 due to entrapment at the T24D mosquito impoundment area in MINWR. Animal will be released along with 3 other animals at this location.,SWF,bwagoner,2013-07-21 08:02:00.200,D,2013-07-21 08:02:00.200
1446,2014-01-15 00:00:00.000,Tampa Electric Power Plant,FL,Hillsborough,Tampa,Tampa Bay,1,1,hydrilla/hyacinth,"11",F,F,"11",Sea to Shore Alliance,FWC-MMPL,rball,319,N,2014-12-19 00:00:00.000,258,N,2014-12-19 00:00:00.000,released at TECO with approval by FWS,LPZ,vedmonds,2014-01-30 11:59:44.770,D,2014-01-30 11:59:44.770
1447,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,"FWC-SWFS, FWC-MMPL",rball,304,N,2013-06-04 00:00:00.000,237,N,2013-06-04 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:51:58.950,D,2013-07-14 14:51:58.950
1448,2013-07-11 00:00:00.000,Melody Lane Boat Ramp,FL,Lee,Bonita Springs,Estero Bay,1,1,,>12,U,B,>12,,"SWF, FWC Southwest Field Station",lcroft,270,N,2013-06-20 00:00:00.000,224,N,2013-06-20 00:00:00.000,,SWF,slehr,2013-07-11 05:08:12.483,jvalade,2014-02-27 10:25:47.183
1451,2014-02-26 00:00:00.000,"Indian River, North of FPL outflow",FL,Brevard,Merritt Island,Indian River,1,1,,"00",F,B,"00",Sea2Shore,"FWC-Indian River Field Lab
Sea2Shore/Monica Ross
SWF ",lcroft,325,N,2013-12-10 00:00:00.000,200,N,2013-12-10 00:00:00.000,"Animal will be tagged and tracked by Sea2Shore, he will be loaded onto the SWF rescue boat and then driven a short distance over near the FPL outflow and released. Photos and measurements were taken.",SWF,bwagoner,2014-02-28 13:25:33.443,dszemer,2014-03-03 12:20:27.463
1456,2014-01-29 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,,,,None/No tag,"FWC-Indian River Field Lab
BSSP Rangers/ Sea2Shore (Monica Ross)
SWF",lcroft,330,N,2014-01-29 00:00:00.000,236,N,2013-12-10 00:00:00.000,Animal was due to get released the week of Feb 3rd but due to weather changes the decision was made to go out on Jan 29th. Animal was not belted/tagged.,SWF,bwagoner,2014-01-29 13:15:03.807,D,2014-01-29 13:15:03.807
1469,2013-07-18 00:00:00.000,Eddy Creek,FL,Brevard,Titusville,Mosquito Lagoon,,,,,,,,"No tracker, animal was not tagged.","FWC-Indian River Field Lab
Canaveral National Seashore Rangers
SWF
",sgearhart,182,N,2013-06-26 00:00:00.000,216,N,2013-06-26 00:00:00.000,"This animal was originally rescued on 3/8/2013 due to buoyancy issues, floating very high but no visual signs of skeg or prop marks.  Don’t know why she was floating so high but she resolved these issues on her own. Animal will be released with 3 other animals at the same location.",SWF,bwagoner,2013-07-21 08:03:01.310,D,2013-07-21 08:03:01.310
1472,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,"FWC-SWFS, FWC-MMPL",rball,401,N,2013-05-30 00:00:00.000,288,N,2013-05-30 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:47:39.300,D,2013-07-14 14:47:39.300
1473,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,"Sea2Shore
USFWS
FWC 
",rball,218,N,2013-06-12 00:00:00.000,214,N,2013-06-12 00:00:00.000,,HSSWP,slowe,2013-07-28 11:41:11.080,D,2013-07-28 11:41:11.080
1474,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,"Sea2Shore
USFWS
FWC",rball,398,N,2013-06-12 00:00:00.000,280,N,2013-06-12 00:00:00.000,,HSSWP,slowe,2013-07-28 11:48:23.630,D,2013-07-28 11:48:23.630
1475,2013-07-16 00:00:00.000,"3105 Stringfellow Road",FL,Lee,St. James City,San Carlos Bay,,,,,,,,,FWC-SWFS and MMPL,rball,249,N,2013-05-30 00:00:00.000,232,N,2013-05-30 00:00:00.000,,LPZ,vedmonds,2013-07-24 10:27:54.087,D,2013-07-24 10:27:54.087
1476,2013-07-11 00:00:00.000,Melody Lane Boat Ramp ,FL,Lee,Bonita Springs,Estero Bay,,,,,,,,,FWC-SWFS,rball,286,N,2013-06-04 00:00:00.000,249,N,2013-06-04 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:52:45.927,D,2013-07-14 14:52:45.927
1477,2013-07-16 00:00:00.000,MatlachaPark Boat Ramp,FL,Lee,Matlacha ,Matlacha Pass,,,,,,,,,"Sea2Shore
USFWS",rball,413,N,2013-07-16 00:00:00.000,288,N,2013-06-12 00:00:00.000,,HSSWP,slowe,2013-07-28 12:05:56.190,D,2013-07-28 12:05:56.190
1478,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,FWC-SWFS,rball,254,N,2013-07-13 00:00:00.000,234,N,2013-07-02 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:51:15.260,D,2013-07-14 14:51:15.260
1479,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral ,Caloosahatchee River,,,,,,,,,"FWC-SWFS, FWC-MMPL",rball,381,N,2013-06-11 00:00:00.000,256,N,2013-06-11 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:53:14.890,D,2013-07-14 14:53:14.890
1480,2013-07-09 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral ,Caloosahatchee River,,,,,,,,,"FWC-SWFS, FWC-MMPL",rball,469,N,2013-06-11 00:00:00.000,273,N,2013-06-11 00:00:00.000,,LPZ,vedmonds,2013-07-14 14:54:35.643,D,2013-07-14 14:54:35.643
1481,2016-01-19 00:00:00.000,Merritt Island,FL,Brevard,Port St. John,Indian river,1,1,seagrass,"02",B,B,"03",Sea to shore,,mrodriguez,290,N,2016-01-19 00:00:00.000,236,N,2016-01-15 00:00:00.000,,MSQ,jlinvill,2016-01-20 11:44:57.560,D,2016-01-20 11:44:57.560
1482,2013-06-13 00:00:00.000,"1252 12th St. East ",FL,Charlotte,Boca Grande,Gasparilla Sound,,,,,,,,,FWC-SWFS,rball,311,N,2013-06-04 00:00:00.000,253,N,2013-06-04 00:00:00.000,,LPZ,vedmonds,2013-07-02 14:45:09.787,D,2013-07-02 14:45:09.787
1485,2013-12-03 00:00:00.000,Claude Edge Front St. Park,FL,Brevard,Melbourne,Indian River,1,,,,,,,None/No tag,"FWC-Indian River Field Lab
SWF",lcroft,389,N,2013-11-27 00:00:00.000,264,N,2013-11-27 00:00:00.000,"Vesuvia will be released at the SW corner of the 192 Causeway in Melbourne, FL at Front St. Park, animal will not be tagged. FWC was on site to get measurements, scar pattern and photos",SWF,bwagoner,2013-12-03 11:53:16.307,D,2013-12-03 11:53:16.307
1490,2016-01-13 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Indian River Intercoastal,1,1,Salt water sea grasses,"03",F,B,"00",,,lcroft,294,N,2016-01-09 00:00:00.000,235,N,2016-01-09 00:00:00.000,Manatee to be belted and tracked by S2S,SWF,rrunnells,2016-01-14 08:12:29.497,D,2016-01-14 08:12:29.497
1491,2013-07-17 00:00:00.000,South Seas Resort,FL,Lee,Captiva,Pine Island Sound,,,,,,,,,"FWC-SWFS, MMPL",rball,336,N,2013-05-30 00:00:00.000,269,N,2013-05-30 00:00:00.000,,LPZ,vedmonds,2013-07-24 10:30:35.763,D,2013-07-24 10:30:35.763
1492,2013-07-16 00:00:00.000,Jug Creek Boat Ramp,FL,Lee,Bokeelia,Jug Creek,,,,,,,,,FWC-SWFS,rball,479,N,2013-06-11 00:00:00.000,279,N,2013-06-11 00:00:00.000,,LPZ,vedmonds,2013-07-24 10:28:31.290,D,2013-07-24 10:28:31.290
1494,2013-12-05 00:00:00.000,Parrish Park,FL,Brevard,Titusville,Indian River,1,,,,,,,FWC/Margie Barlas,"FWC Indian River Field Lab
SWF",sgearhart,291,N,2013-11-27 00:00:00.000,232,N,2013-11-27 00:00:00.000,Animal was tagged by Margie Barlas from FWC for a study they will be conducting in the surrounding area. Ann Spellman from FWC was also be on site to take measurements and scar photos.,SWF,bwagoner,2013-12-05 11:04:15.647,D,2013-12-05 11:04:15.647
1495,2013-09-18 00:00:00.000,Harney Pond boat ramp,FL,Glades,Okeechobee,Harney Pond Canal,1,1,,"00",B,F,"00",,,mrodriguez,263,N,2013-09-18 00:00:00.000,229,N,2013-07-31 00:00:00.000,,MSQ,jlinvill,2013-09-19 10:45:51.013,dszemer,2014-03-12 08:50:17.223
1497,2016-02-26 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Indian river,1,1,Salt and fresh,"03",F,B,"00",Sea to Shore Melody,"FWC, Sea to Shore and Sea World",sgearhart,297,N,2015-12-23 00:00:00.000,230,N,2015-12-23 00:00:00.000,Transport from boat ramp to the power plant outflow,SWF,rrunnells,2016-02-27 11:49:47.953,D,2016-02-27 11:49:47.953
1499,2013-10-02 00:00:00.000,Caxambas Park Boat Ramp,FL,Collier,Marco Island,Caxambas Pass,,,,,,,,,,rball,318,N,2013-10-05 00:00:00.000,258,N,2013-10-05 00:00:00.000,,LPZ,vedmonds,2013-10-23 14:03:43.827,D,2013-10-23 14:03:43.827
1504,2013-10-16 00:00:00.000,The Inlets,FL,Lee,Boca Grande,Gasparilla Sound,,,,,,,,,,rball,174,N,2013-10-09 00:00:00.000,200,N,2013-10-19 00:00:00.000,,LPZ,vedmonds,2013-10-20 15:02:06.860,D,2013-10-20 15:02:06.860
1513,2014-03-20 00:00:00.000,Shell Island Road,FL,Collier,Naples,Henderson Creek,,,,,,,,,FWC-SWFS,rball,404,N,2014-03-13 00:00:00.000,278,N,2014-03-13 00:00:00.000,,LPZ,vedmonds,2014-03-25 09:02:48.110,D,2014-03-25 09:02:48.110
1514,2014-05-06 00:00:00.000,Tomoka State Park,FL,Volusia,Ormond Beach,Tomoka River,1,,,,,,,None,"FWC(Northeast Field Lab) 
Georgia Aquarium Conservation Center
SWF",sgearhart,375,N,2014-04-15 00:00:00.000,268,N,2014-02-05 00:00:00.000,"Trooper has been medically cleared for release, originally rescued from the Tomoka River, animal will not be belted/tag. Pit tags will be placed on day of release and FWC (Northeast Field Lab) will be on site at release location to take current measurements and photos. 

Pit tags were placed on 5/6/14 prior to release and current photos were taken for ID by FWC.",SWF,bwagoner,2014-05-06 15:10:19.197,D,2014-05-06 15:10:19.197
1514,2016-09-08 00:00:00.000,Edgewater landing boat ramp,FL,Brevard,Edgewater,Indian river,,,,,,,,,,lcroft,383,N,2016-08-22 00:00:00.000,261,N,2016-08-22 00:00:00.000,Second release the manatee originally SWF Tm 1315B re-rescued SWF Tm 1605B,SWF,rrunnells,2016-09-09 09:27:25.700,D,2016-09-09 09:27:25.700
1515,2016-02-10 00:00:00.000," Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,Saltwater and freshwater vegetation,"03",F,B,,S2S/ Melody Fischer,"S2S, FWC-Indian River Field Lab
SMC
SWF-Rescue Team",lcroft,266,N,2015-12-23 00:00:00.000,225,N,2015-12-23 00:00:00.000,"Animal will be released by boat out near the FPL outflow, he will be tagged and tracked by S2S. Final measurements and photos will be taken at release site by FWC. Animal has V4 FB in 2 sites (between Rt. & Lt. shoulders and peduncle) ",SWF,bwagoner,2016-02-18 11:48:26.680,D,2016-02-18 11:48:26.680
1517,2013-10-29 00:00:00.000,Buttonwood RV Boat Ramp,FL,Manatee,Cortez,Sarasota Pass,1,1,,"00",F,B,"00",,,rball,454,N,2013-10-29 00:00:00.000,292,N,2013-10-29 00:00:00.000,,LPZ,vedmonds,2014-02-14 08:14:24.307,jvalade,2014-02-28 08:04:20.083
1519,2014-05-08 00:00:00.000,Palm Valley Boat Ramp,FL,St. Johns,Ponte Vedra Beach,ICW,1,,,,,,,None/no tag,"FWC-Northeast Field Lab/Jacksonville Zoo
SWF",sgearhart,489,N,2014-04-15 00:00:00.000,303,N,2014-02-05 00:00:00.000,"Anawan has been medically cleared for release, originally rescued from the ICW in Ponte Vedra Beach due to watercraft. He will not be belted/tag; he presently has one pit tag (0006001198) in his right shoulder due to a tidal stranding back in 2002 but only received one pit tag.FWC will be on site for the release to take current measurements and photos. On 5/8/2014 he was pit tagged with another microchip in his left shoulder. Current weight at time of release was 1035 lbs. (470 kg.)",SWF,bwagoner,2014-05-25 10:06:35.553,D,2014-05-25 10:06:35.553
1520,2016-02-10 00:00:00.000,"Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,Saltwater and freshwater vegetation,"03",F,B,"03",S2S/Melody Fischer,"S2S  FWC-Indian River Field Lab
SMC
SWF-Rescue Team",lcroft,284,N,2015-12-23 00:00:00.000,235,N,2015-12-23 00:00:00.000,"Animal will released by boat out near FPL outflow, he will be tagged and tracked by S2S. Final measurements and photos will be taken at release site by FWC. Animal has V1 FB in 2 sites (between Rt. & Lt. shoulders & peduncle)",SWF,bwagoner,2016-02-18 11:49:54.163,D,2016-02-18 11:49:54.163
1521,2015-01-20 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,F,F,,Sea2Shore,"FWC-Indian River Field Lab
FWC-Law Enforcement
BSSP Park Rangers
Save the Manatee Club
Sea2Shore
SWF ",lcroft,325,N,2014-12-09 00:00:00.000,230,N,2014-12-09 00:00:00.000,"Sarge was rescued back on 11/6/2013 due to cold stress from Green Cove Springs, Jacksonville, FL. At time of rescue he was TL 203cm and Wt.345 lbs. Since he was still considered to be a dependent animal when he came in the decision made by the MRP was to tag him for a possible short duration to see where he might travel to. He has had a practice tag on for the last 5-6 weeks while in rehab. Sea2Shore will be tagging him with an active tag the day of release. Sarge's release weight was 750 lbs.",SWF,bwagoner,2015-02-01 06:28:07.177,D,2015-02-01 06:28:07.177
1522,2014-02-10 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,,,,None/No tag,"BSSP Rangers
Sea2Shore/SMC
FWC-Indian River Field Lab & Enforcement
SWF",lcroft,202,N,2014-02-05 00:00:00.000,219,N,2013-12-18 00:00:00.000,"Animal originally rescue due to cold stress from JEA District II boil in Jacksonville, FL. Was going to get released in Brevard County but due to current UME activity, the decision was made to release her at BSSP. He was released with 2 other animals.",SWF,bwagoner,2014-02-11 09:43:04.727,D,2014-02-11 09:43:04.727
1523,2014-02-10 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St Johns River,1,,,,,,,None/No tag,"BSSP Rangers
Sea2Shore/SMC
FWC-Indian River Field Lab & Law Enforcement
SWF",lcroft,352,N,2014-02-05 00:00:00.000,265,N,2014-02-05 00:00:00.000,"Animal originally rescue from JEA District II boil in Jacksonville, FL. He was not the original target animal for rescue but was an incidental catch but he did have some minor cold stress, it was decided to bring him in. He was going to get released in Brevard County but due to current UME activity, the decision was made to release her at BSSP. He was released with 2 other animals at the site.",SWF,bwagoner,2014-02-11 09:46:08.643,D,2014-02-11 09:46:08.643
1524,2014-02-10 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,,,,None/No tag,"BSSP Rangers
Sea2Shore/SMC
FWC-Indian River Field Lab & Law Enforcement
SWF",lcroft,295,N,2014-02-05 00:00:00.000,243,N,2014-02-05 00:00:00.000,"Animal originally rescue due to cold stress from JEA District II boil in Jacksonville, FL. He was the second target animal and was rescued by FWC (Jacksonville) and then transported by SWF to rehab. He was going to get released in Brevard County but due to current UME activity, the decision was made to release him at BSSP.
He was released with 2 other animals at site.",SWF,bwagoner,2014-02-11 09:49:29.887,D,2014-02-11 09:49:29.887
1552,2016-01-29 00:00:00.000,Tampa Electric Power Plant,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,hydrilla,>12,F,B,>12,Sea 2 Shore Alliance,"FWC-MMPL, TECO, South Florida Museum",rball,336,N,2015-12-04 00:00:00.000,245,N,2015-12-04 00:00:00.000,,LPZ,vedmonds,2016-01-31 14:26:15.327,dszemer,2016-02-01 06:42:05.043
1553,2015-01-22 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,,,,,,,,,FWS-CRNWR,rball,372,N,2014-12-22 00:00:00.000,243,N,2014-12-22 00:00:00.000,,LPZ,vedmonds,2015-02-01 11:05:40.930,D,2015-02-01 11:05:40.930
1554,2015-01-08 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Orange River,1,1,hydrilla,>12,F,B,,Sea 2 Shore Alliance,South Florida Museum,rball,338,N,2014-12-04 00:00:00.000,246,N,2014-12-04 00:00:00.000,released at site with 103149 and 103141,LPZ,vedmonds,2015-01-18 12:24:37.553,D,2015-01-18 12:24:37.553
1555,2015-01-08 00:00:00.000,Manatee Park,FL,Lee,Ft. Myers,Orange River,1,1,"Hydrilla, water hyacinth","03",F,,"00",,LPZ and FWC,dmurphy,404,N,2014-12-15 00:00:00.000,262,N,2014-12-15 00:00:00.000,Released with MLogs 1554 and 1563,SFM,mmargold,2015-01-29 10:46:53.787,D,2015-01-29 10:46:53.787
1556,2016-01-29 00:00:00.000,Big Bend Manatee Viewing Area,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,water hyacinth,"03",F,,,,,dmurphy,331,N,2015-11-23 00:00:00.000,249,N,2015-11-23 00:00:00.000,,SFM,dszemer,2016-07-19 11:45:12.953,D,2016-07-19 11:45:12.953
1557,2015-01-09 00:00:00.000,TECO Power Plant,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,,"12",F,B,"00",,,rball,365,N,2014-12-08 00:00:00.000,248,N,2014-12-08 00:00:00.000,,LPZ,vedmonds,2015-01-18 11:57:40.233,dszemer,2016-03-04 12:18:38.267
1558,2015-01-27 00:00:00.000,Canal behind Caribbean Keys Condos,FL,Martin,Stuart,Willoughby Creek,,,,,,,,,,mrodriguez,304,N,2015-01-27 00:00:00.000,230,N,2014-12-12 00:00:00.000,,MSQ,jlinvill,2015-01-30 07:07:33.947,D,2015-01-30 07:07:33.947
1562,2014-06-10 00:00:00.000,Horton Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,,,,,,,,,"FWC SWFS, Lee County FMP",rball,327,N,2014-05-08 00:00:00.000,264,N,2014-05-08 00:00:00.000,,LPZ,vedmonds,2014-06-17 08:58:51.640,D,2014-06-17 08:58:51.640
1563,2015-01-08 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Orange River,1,1,,"00",F,B,"00",,South Florida Museum,rball,315,N,2014-12-11 00:00:00.000,245,N,2014-12-11 00:00:00.000,released with LPZ103141 and LPZ103138,LPZ,vedmonds,2015-01-18 12:31:40.660,dszemer,2015-10-07 11:39:19.110
1564,2014-07-23 00:00:00.000,Pete's Pier,FL,Citrus,Crystal River,Kings Bay,1,1,Hydrilla/hyacinth,"07",F,B,"00",,,rball,320,N,2014-06-20 00:00:00.000,234,N,2014-06-20 00:00:00.000,,LPZ,vedmonds,2014-07-31 14:29:36.570,dszemer,2014-08-26 11:45:31.830
1565,2014-11-18 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Tampa,Tampa Bay,1,1,hydrilla,"08",F,F,"08",,,rball,245,N,2014-11-08 00:00:00.000,224,N,2014-11-08 00:00:00.000,,LPZ,vedmonds,2014-12-04 19:16:37.920,dszemer,2016-05-09 08:51:46.220
1566,2016-01-19 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Indian River intercoastal,1,1,Salt water grasses,"03",F,B,"00",Sea to Shore,FWC did measurements at site and STS put a belt and tag on her.,sgearhart,317,N,2016-01-09 00:00:00.000,231,N,2016-01-09 00:00:00.000,Manatee to be belted,SWF,rrunnells,2016-01-19 11:35:24.830,D,2016-01-19 11:35:24.830
1566,2017-02-27 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,,,,F,B,"10",,,lcroft,354,N,2017-02-27 00:00:00.000,249,N,2017-02-27 00:00:00.000,Shirley was released at the boat ramp instead of the FPL out flow due to weather conditions. Shirley was belted and tagged by S2S,SWF,jpeterson,2017-03-06 08:25:37.777,D,2017-03-06 08:25:37.777
1567,2014-09-11 00:00:00.000,Tomoka State Park,FL,Volusia,Ormond Beach,Tomoka River,1,,,,,,,,"FWC-Northeast Field Lab, Jacksonville Zoo
SWF Rescue Team",lcroft,400,N,2014-09-04 00:00:00.000,255,N,2014-09-04 00:00:00.000,"Originally rescued due to cold stress, now cleared for release. Animal has been pit tagged, he will not be belted/tagged. FWC (Northeast Field Lab) will be on site to take current measurements and photos. ",SWF,bwagoner,2014-09-14 15:10:16.837,D,2014-09-14 15:10:16.837
1582,2016-01-19 00:00:00.000,FPL-Brevard,FL,Brevard,Port St. John,Indian River,1,1,hydrilla,>12,F,B,>12,Sea 2 Shore ,,rball,318,N,2015-11-30 00:00:00.000,234,N,2015-11-30 00:00:00.000,,LPZ,vedmonds,2016-01-27 07:38:21.910,dszemer,2016-05-09 08:49:05.227
1585,2017-02-22 00:00:00.000,Little Mud Creek Boat Ramp,FL,St. Lucie,Port St. Lucie,Little mud creek,,,,,,,,pit tag and GPS,Sea to shore,mrodriguez,526,N,2017-02-22 00:00:00.000,270,N,2017-01-18 00:00:00.000,,MSQ,jlinvill,2017-02-23 13:45:26.830,D,2017-02-23 13:45:26.830
1585,2017-05-16 00:00:00.000,Little Mud Creek Boat Ramp,FL,St. Lucie,Port St. Lucie,Little mud creek,,,,,,,,Satellite tag,,mrodriguez,533,N,2017-05-16 00:00:00.000,265,N,2017-05-16 00:00:00.000,,MSQ,jlinvill,2017-05-18 12:57:06.363,D,2017-05-18 12:57:06.363
1586,2014-08-13 00:00:00.000,Timer Powers Park,FL,Martin,Indiantown,St. Lucie Canal,,,,,,,,pit tags,,mrodriguez,297,N,2014-08-13 00:00:00.000,250,N,2014-07-24 00:00:00.000,,MSQ,jlinvill,2014-08-15 06:19:04.620,D,2014-08-15 06:19:04.620
1588,2017-01-31 00:00:00.000,Calusa Campground Resort,FL,Monroe,Key Largo,"Buttonwood Sound, Calusa Campground Canal",1,1,Seagrass,"02",B,B,"02",pit tag/ satellite tag,Sea to shore,mrodriguez,302,N,2017-01-31 00:00:00.000,231,N,2017-01-20 00:00:00.000,,MSQ,jlinvill,2017-01-31 14:35:34.677,dszemer,2017-02-02 07:29:40.127
1591,2014-09-30 00:00:00.000,Palm valley boat ramp,FL,St. Johns,St Augustine,ICW,1,,,,,,,None,"FWC Jacksonville and Volunteers. SWF rescue team. Busch Gardens Tampa keepers, ",sgearhart,436,N,2014-09-19 00:00:00.000,286,N,2014-09-19 00:00:00.000,Rescued 4/23/2014 due to tidal stranding now medically cleared for release. Animal Pit tagged will not be belted/tag. FWC will take current photos on site.,SWF,rrunnells,2014-10-01 13:36:14.527,D,2014-10-01 13:36:14.527
1592,2016-01-19 00:00:00.000,Port St Johns power plant,FL,Brevard,Port St Johns,Indian river intercoastal,1,1,Salt water grasses,"03",F,B,"00",Sea to Shore,FWC did photos and measurements at release site,sgearhart,333,N,2015-12-23 00:00:00.000,244,N,2015-12-23 00:00:00.000,Manatee will not be belted,SWF,rrunnells,2016-01-19 11:31:23.390,D,2016-01-19 11:31:23.390
1595,2015-01-29 00:00:00.000,Harbor Heights Park,FL,Charlotte,Punta Gorda,Peace River,,,,,,,,,FWC-SWFS,rball,596,N,2015-01-23 00:00:00.000,296,N,2015-01-23 00:00:00.000,,LPZ,vedmonds,2015-02-01 12:26:06.040,D,2015-02-01 12:26:06.040
1597,2017-02-27 00:00:00.000,Port St Johns boat ramp,FL,Brevard,Titusville,indian river,1,,,,F,B,>12,,,lcroft,352,N,2017-02-27 00:00:00.000,224,N,2017-02-27 00:00:00.000,Blanche was released at the boat ramp instead of at the out flow due to weather conditions. S2S applied belt and tag,SWF,jpeterson,2017-03-06 08:25:58.620,D,2017-03-06 08:25:58.620
1600,2014-10-22 00:00:00.000,Cove Cay Marina,FL,Pinellas,Clearwater,Allen's Creek/Largo Inlet,1,1,,>12,F,B,>12,,"FWC MMPL, Clearwater Marine Aquarium",rball,390,N,2014-09-30 00:00:00.000,272,N,2014-09-30 00:00:00.000,,LPZ,vedmonds,2014-10-26 09:50:50.557,dszemer,2016-05-09 09:43:43.327
1601,2014-10-22 00:00:00.000,Cove Cay Marina,FL,Pinellas,Clearwater,Allen's Creek/Largo Inlet,1,1,,>12,F,B,>12,,"FWC-MMPL, Clearwater Marine Aquarium",rball,152,N,2014-09-30 00:00:00.000,203,N,2014-09-30 00:00:00.000,,LPZ,vedmonds,2014-10-26 09:51:53.160,dszemer,2016-05-09 09:44:08.453
1602,2014-10-30 00:00:00.000,Manatee Drive and Stringfellow Road,FL,Lee,St. James City,Matlacha Pass,1,1,hydrilla,"01",F,B,"00",,FWC-SWFS,rball,261,N,2014-10-30 00:00:00.000,230,N,2014-10-16 00:00:00.000,,LPZ,vedmonds,2014-11-10 10:04:44.967,dszemer,2014-11-12 10:51:15.103
1603,2015-01-28 00:00:00.000,Port of the Island Marina,FL,Collier,Naples,Faka Union Canal,,,,,,,,,FWC-SWFS,rball,717,N,2014-12-04 00:00:00.000,310,N,2014-12-04 00:00:00.000,"Port of the Island Marina, 525 Newport Dr, Naples, FL 34114
released with LPZ103216
",LPZ,vedmonds,2015-02-01 12:12:56.020,D,2015-02-01 12:12:56.020
1605,2014-12-03 00:00:00.000,Orange Harbor Mobile Home park 5749 Palm Beach Blv,FL,Lee,Fort Myers,Orange River,,,,,,,,,FWC-SWFS,rball,250,N,2014-12-02 00:00:00.000,226,N,2014-12-02 00:00:00.000,,LPZ,vedmonds,2014-12-04 19:28:57.650,D,2014-12-04 19:28:57.650
1606,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,"South Florida Museum, TECO, FWC-MMPL",rball,277,N,2015-12-15 00:00:00.000,237,N,2015-12-15 00:00:00.000,,LPZ,vedmonds,2016-01-31 15:04:51.380,D,2016-01-31 15:04:51.380
1607,2015-01-28 00:00:00.000,Port of the Island Marina,FL,Collier,Naples,Faka Union Canal,,,,,,,,,FWC-SWFS,rball,234,N,2015-01-28 00:00:00.000,223,N,2015-01-07 00:00:00.000,"525 Newport Dr, Naples, FL 34114

",LPZ,vedmonds,2015-02-01 12:29:46.367,D,2015-02-01 12:29:46.367
1608,2016-02-11 00:00:00.000,"Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,Saltwater and freshwater vegetation,"03",F,B,,S2S/Melody Fischer,"S2S  FWC-Indian River Field Lab
SMC
SWF-Rescue Team",lcroft,295,N,2016-01-09 00:00:00.000,222,N,2016-01-09 00:00:00.000,"Animal will be released by boat out near the FPL outflow, she will be tagged and tracked by S2S, they will also take measurements and photos at the release site. Animal has a K3 FB in 2 sites (between Rt. & Lt. shoulders and peduncle). ",SWF,bwagoner,2016-02-18 11:52:05.103,D,2016-02-18 11:52:05.103
