"MLog","DeathDate","CauseID","OtherText","Euth","DeathLoc","Org","VetID","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
1112,2009-11-05 00:00:00.000,BoBo,,0,Resc,FWCT,,,jcassady,2009-11-09 17:04:04.030,D,2009-11-09 17:04:04.030
1117,2019-10-07 00:00:00.000,Huma,"hook, line, & weight in small intestine",0,AftRel,MMPL,,,dszemer,2019-10-23 10:14:04.180,D,2019-10-23 10:14:04.180
1123,2013-06-18 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:16:30.760,D,2014-01-24 11:16:30.760
1124,2010-03-07 00:00:00.000,BoIm,Pyothorax,0,Rehab,MSQ,mrodriguez,This manatee came in completely not eating and with 4 gallons of pus in his right thoracic cavity and overriding fractured ribs.  Since he responded and actually began to eat very well we continued the treatment but he was an incredibly bottom sinker the entire time.,mrodriguez,2010-03-14 23:05:31.613,D,2010-03-14 23:05:31.613
1126,2010-01-11 00:00:00.000,Unde,"Necro results-MMPL: cold stress symptoms/numerous scrapes on dorsum  Poss. COD from traumatic entrapment or cold stress, therefore COD is Undetermined; Other. ",0,Rehab,MSQ,mrodriguez,"Miami Seaquarium: The manatee sustained injuries when it was sucked through the intake pipe. Clinical diagnosis Brain trauma with Respiratory failure, Pending necropsy. ",mrodriguez,2010-01-13 10:33:52.060,dszemer,2010-01-15 14:27:39.210
1129,2010-01-13 00:00:00.000,NaCs,"Fatal tension pneumothorax, blood work showed very acute and she was a lactating female but not a recent birth.",0,Rehab,MSQ,mrodriguez,The manatee had been observed with a mild listing bouyancy the day previous and had substantially worsened the next day.,mrodriguez,2010-01-22 12:15:44.460,nadimey,2011-01-28 12:50:57.470
1130,2017-09-16 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:09:09.437,D,2018-11-09 09:09:09.437
1137,2010-01-21 00:00:00.000,Unde,There were signs of cold stress and fresh trauma.  Could not determined which ultimately killed the manatee.  The carcass was reported during a cold-related unusual mortality event.,0,Trans,MMPL,,,dszemer,2010-10-18 09:39:23.050,D,2010-10-18 09:39:23.050
1140,2009-11-25 00:00:00.000,NaDe,extremely emaciated and dehydrated when brought into captivity,0,Rehab,PRZ,lfigueroao,,jzegarra,2010-02-05 13:10:12.213,D,2010-02-05 13:10:12.213
1143,2010-01-13 00:00:00.000,NaCs,,0,Resc,,,,ktherriaul,2010-02-11 13:38:53.453,D,2010-02-11 13:38:53.453
1148,2010-02-20 00:00:00.000,BoBo,,0,Resc,FWCT,,Manatee died during rescue.  Carcass was towed to a boat ramp.  Tequesta Field Station staff transported carcass to MMPL.,chudak,2010-02-23 15:29:34.657,D,2010-02-23 15:29:34.657
1149,2010-02-20 00:00:00.000,NaCs,,0,Trans,FWCT,,Manatee died during transport and taken to MMPL the next day.,chudak,2010-02-23 15:54:12.677,D,2010-02-23 15:54:12.677
1154,2021-11-02 00:00:00.000,Unde,,0,AftRel,,,,APajor,2023-09-14 08:42:11.417,D,2023-09-14 08:42:11.417
1155,2010-03-06 00:00:00.000,BoIm,Pneumothorax very emaciated and cold stressed.,0,Rehab,MSQ,mrodriguez,"Wether it was cold stressed and it caused her to be hit by a boat or hit by a boat and caused her to be cold stressed because she was bouyant, it is difficult to differentiate, however she turned over prior to a procedure and began thrashing just prior to death which has been seen with unstable ribs but not cold stress cases.",mrodriguez,2010-03-14 23:00:14.083,D,2010-03-14 23:00:14.083
1158,2011-01-09 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2011-02-02 11:59:46.143,D,2011-02-02 11:59:46.143
1159,2010-02-25 00:00:00.000,NaCs,,0,Trans,,,,chudak,2010-02-26 14:18:10.753,D,2010-02-26 14:18:10.753
1160,2013-01-19 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2014-01-24 10:58:29.853,D,2014-01-24 10:58:29.853
1161,2010-03-09 00:00:00.000,BoBo,,1,Rehab,LPZ,dmurphy,Manatee was diagnosed as a pyothorax,vedmonds,2010-03-10 11:05:09.843,D,2010-03-10 11:05:09.843
1164,2011-01-17 00:00:00.000,NaOt,,1,Rehab,MMPL,,,dszemer,2011-02-01 10:26:23.570,D,2011-02-01 10:26:23.570
1166,2010-03-12 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,"This manatee, like a few others recently, is showing signs beyond the typical cold stress syndrome where the vascular and possibly respiratory and neurological systems are affected from subthermal temperatures. The size is also larger than the usual ""cold stress"" cases and is representative of the others coming in recently with similar signs and size.",mrodriguez,2010-03-14 23:13:29.130,D,2010-03-14 23:13:29.130
1167,2010-04-04 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,"This older cold stress came in with what we are seeing, the non-moving flippers with sever edema and cold stress on the flippers and ventrally and abnormally labored inhalations. The most improvement we got after antibiotics, fluids and nutrition is that he began to move his muzzle slightly.",mrodriguez,2010-04-08 06:55:33.700,D,2010-04-08 06:55:33.700
1168,2010-04-01 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,"Cold stress lesions severely worse ventrally, flippers non functional, muzzle barely moved, abnormal inhalations.",mrodriguez,2010-04-12 10:08:57.190,D,2010-04-12 10:08:57.190
1171,2010-02-19 00:00:00.000,NaCs,,0,Resc,,,,ktherriaul,2010-04-06 10:23:27.540,dszemer,2010-04-12 16:11:10.613
1172,2020-02-24 00:00:00.000,Unde,"While the manatee had old boat strikes and was a bilateral pneumothorax, fractured ribs were not observed.",0,Rehab,MSQ,mrodriguez,This adult female manatee had come in 10 years previous during a strong cold year. She had multiple old boat strike scars. She had bilateral pneumothorax and a severely long laceration/flap injury to the left lung. N rib fractures nor remodeling was observed.,mrodriguez,2020-02-28 19:23:14.553,D,2020-02-28 19:23:14.553
1173,2010-04-07 00:00:00.000,NaCs,,0,Rehab,SWF,sgearhart,"Animal was rescued 4/6/2010 and died the morning of
4/7/2010. Animal was picked up by MMPL and necropsy
was performed at MMPL.",bwagoner,2010-04-21 17:01:11.793,D,2010-04-21 17:01:11.793
1176,2018-02-11 00:00:00.000,NaCs,,0,AftRel,DISL,,,dszemer,2018-11-09 09:40:17.813,D,2018-11-09 09:40:17.813
1177,2010-05-02 00:00:00.000,BoPr,,1,Trans,MMPL,,,dszemer,2010-05-04 13:20:16.183,D,2010-05-04 13:20:16.183
1178,2010-03-05 00:00:00.000,NaCs,,0,Resc,FWCIR,,Animal died after FDEP staff pulled out of surf and prior to FWC staff arrival.,aspellman,2010-05-04 14:02:54.213,D,2010-05-04 14:02:54.213
1180,2010-05-10 00:00:00.000,BoPr,,0,Rehab,MSQ,mrodriguez,"The boat propeller injuries had caused a major deformity to the body where the lungs were completely pushed cranially with very limited lung space, there was also severe infection and acidoisis as a consequence of the injuries. ",mrodriguez,2010-05-12 12:36:08.350,D,2010-05-12 12:36:08.350
1181,2021-05-26 00:00:00.000,Unde,,1,Rehab,SWF,creid,,lbraso,2021-05-30 07:13:41.303,D,2021-05-30 07:13:41.303
1182,2010-05-31 00:00:00.000,NaDe,,0,Rehab,MSQ,mrodriguez,Calf was dehydrated and hypoglycemic,jlinvill,2010-06-05 10:16:06.740,D,2010-06-05 10:16:06.740
1183,2010-05-29 00:00:00.000,NaOt,Severe enteritis (very bloody),0,Rehab,MSQ,mrodriguez,Weight at necropsy 196kg,jlinvill,2010-06-04 14:03:39.013,D,2010-06-04 14:03:39.013
1185,2009-04-16 00:00:00.000,BoPr,,0,AftRel,,,,dszemer,2012-02-29 12:14:32.550,D,2012-02-29 12:14:32.550
1187,2010-06-20 00:00:00.000,NaOt,This manatee was fatally emaciated with no obviouse cause of why it was in this state diagnostically (nor later on necropsy). ,0,Rehab,MSQ,mrodriguez,Taken to St. Pete for necropsy. The emaciation was undeterimined.,mrodriguez,2010-07-02 12:36:16.000,D,2010-07-02 12:36:16.000
1191,2010-06-24 00:00:00.000,NaDe,,0,Trans,FWCNE,,"Departure for SeaWorld was 1730 hrs. During transport, at approximately 1850 hrs the calf expired. Mortality ID MNE1039 was assigned.",rberger,2010-06-29 09:59:37.637,D,2010-06-29 09:59:37.637
1194,2010-05-19 00:00:00.000,BoPr,,1,Resc,SWF,lcroft,Dr. Croft evaulated onsite and determined animal could not be rehabbed and the animal was euthanized,nadimey,2010-08-24 13:12:18.370,D,2010-08-24 13:12:18.370
1199,2021-01-26 00:00:00.000,NaCs,,0,AftRel,MMPL,,,bbarbeau,2021-01-29 11:46:52.317,D,2021-01-29 11:46:52.317
1201,2012-04-13 00:00:00.000,NaOt,,0,AftRel,MMPL,,,dszemer,2012-04-18 11:27:31.507,D,2012-04-18 11:27:31.507
1202,2021-01-27 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 10:53:58.020,D,2023-10-02 10:53:58.020
1222,2010-11-20 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,She was taken to St. Pete and she had a diaphragmatic hernia with small intestines in the thoracic cavity with a large hematoma. She had a calf MSTm1023 Charlie est age 8 months and he remains in rehab.,mrodriguez,2010-12-06 12:36:22.380,D,2010-12-06 12:36:22.380
1224,2022-05-15 00:00:00.000,Unde,,0,AftRel,,,,APajor,2023-09-14 08:49:45.540,D,2023-09-14 08:49:45.540
1226,2011-02-09 00:00:00.000,NaCs,,0,AftRel,MMPL,,,crush,2011-02-23 12:19:38.053,dszemer,2012-01-30 10:29:16.027
1227,2010-05-04 00:00:00.000,NaOt,,0,Rehab,MMPL,,,dszemer,2010-12-13 10:19:31.730,dszemer,2011-01-04 13:51:42.803
1228,2010-10-19 00:00:00.000,NaDe,,0,Rehab,MMPL,,,dszemer,2010-12-13 10:44:21.303,D,2010-12-13 10:44:21.303
1230,2010-12-17 00:00:00.000,NaCs,,0,Resc,FWCIR,mwalsh,The carcass was immediately iced and taken to the MMPL by MMPL staff.,crush,2011-01-04 09:18:47.450,D,2011-01-04 09:18:47.450
1232,2011-01-07 00:00:00.000,NaCs,,0,Rehab,MSQ,mrodriguez,She was unilateral bouyant manatee but on necropsy did not show any signs of trauma but rather a process that may be the result of acute cold stress o the lungs.,mrodriguez,2011-01-20 15:48:56.370,D,2011-01-20 15:48:56.370
1233,2011-02-15 00:00:00.000,Unde,Entered a cold stress but because passed so many foreign bodies and pinpoint ulcers were found in the intestines with septicemia is unclear if she got those from  cold stress natural or from a foreign body like a hook that may have passed.,0,Rehab,MSQ,mrodriguez,She entered as a cold stress but because she passed so many foreign bodies (monfilament and lure) and pinpoint ulcers were found in the intestinal tract with a septicemia it is unclear if she got those initally from the cold stress natural or from a foreign body like a hook that may have passed.,mrodriguez,2011-03-14 14:12:15.383,D,2011-03-14 14:12:15.383
1234,2011-01-07 00:00:00.000,Unde,,0,Rehab,MSQ,mrodriguez,This large female had the unilateral bouyancy issues and lungs changes of the process that may be indicative of acute cold stress but she also had a large piece of cloth from the esophagus to her stomach that may have also caused her demise so cause of death is undetermined.,mrodriguez,2011-01-20 15:54:20.970,D,2011-01-20 15:54:20.970
1235,2014-12-17 00:00:00.000,NaOt,emaciated,0,AftRel,MMPL,,,dszemer,2015-01-06 08:03:49.230,D,2015-01-06 08:03:49.230
1237,2011-01-06 00:00:00.000,NaCs,,0,Rehab,SWF,sgearhart,"Animal found dead in pool on Thursday afternoon (1/6/11), he was pickup by MMPL on Friday (1/7/11) for necropsy. Animal was being tubed TID while at SWF due to weight lost, he never showed any interest in eating on own.",bwagoner,2011-01-11 13:33:53.083,D,2011-01-11 13:33:53.083
1241,2010-12-25 00:00:00.000,NaCs,  ,0,Trans,FWS,,"Animal rescued from Mobile Bay in middle of winter, found beached.",nadimey,2011-01-11 14:22:35.930,D,2011-01-11 14:22:35.930
1244,2011-01-09 00:00:00.000,NaCs,Animal died shortly after arriving at the park (SWF) Veterinarian tried to revive the animal but unable to.,0,PriorTr,,kheym,Animal was rescued just outside the FPL Intake Canal in Port St. John. MMPL picked up the animal the next day (1/10/11) for necropsy.,bwagoner,2011-01-13 15:58:41.573,D,2011-01-13 15:58:41.573
1249,2010-12-27 00:00:00.000,NaCs,,0,Rehab,MMPL,,,dszemer,2011-01-31 14:18:11.397,D,2011-01-31 14:18:11.397
1257,2015-03-01 00:00:00.000,Unde,decomposed,0,AftRel,MMPL,,,dszemer,2016-04-08 08:20:52.973,D,2016-04-08 08:20:52.973
1258,2015-07-06 00:00:00.000,Unde,too decomposed,0,AftRel,MMPL,,,dszemer,2016-08-04 09:20:49.490,D,2016-08-04 09:20:49.490
1261,2011-01-30 00:00:00.000,BoIm,,0,Resc,MMPL,,,dszemer,2011-02-18 14:12:48.157,D,2011-02-18 14:12:48.157
1263,2019-02-09 00:00:00.000,Unde,too decomposed.,0,AftRel,FWCT,,,dszemer,2019-02-15 07:41:52.400,D,2019-02-15 07:41:52.400
1266,2011-02-04 00:00:00.000,NaCs,,0,Rehab,SWF,lcroft,"Animal died soon after arriving at SWF, he was picked up by FWC the next day 2/5/2011 and taken to MMPL for necropsy.",bwagoner,2011-03-06 07:29:19.557,D,2011-03-06 07:29:19.557
1267,2022-02-10 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:17:16.603,D,2023-10-02 11:17:16.603
1269,2011-01-03 00:00:00.000,NaCs,,0,Rehab,LPZ,rball,transported to MMPL.  ,vedmonds,2011-03-06 17:42:06.927,D,2011-03-06 17:42:06.927
1271,2018-11-14 00:00:00.000,NaRe,,0,AftRel,MMPL,,"Significant levels of brevetoxin detected in liver, stomach contents, urine.",glonati,2019-05-13 12:37:45.827,D,2019-05-13 12:37:45.827
1273,2011-02-11 00:00:00.000,NaCs,,0,Rehab,LPZ,rball,Manatee transported to MMPL,vedmonds,2011-03-07 09:07:32.060,D,2011-03-07 09:07:32.060
1281,2011-02-14 00:00:00.000,NaCs,,0,PriorTr,LPZ,rball,Manatee died within a half hour of arriving at Lowry.  Did not make it into the water.,vedmonds,2011-03-07 17:00:56.557,D,2011-03-07 17:00:56.557
1284,2011-03-24 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Following radiographs and a chest tap it was determined that the manatee had a pyothorax ,vedmonds,2011-03-28 16:12:25.320,D,2011-03-28 16:12:25.320
1285,2011-12-21 00:00:00.000,BoPr,,0,AftRel,MMPL,,,dszemer,2012-01-30 10:21:27.377,D,2012-01-30 10:21:27.377
1286,2011-03-26 00:00:00.000,BoIm,,0,Resc,,,,dszemer,2012-01-30 09:48:01.350,nadimey,2012-02-23 10:26:40.600
1290,2011-04-14 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,manatee was diagnosed as a pyothorax. Euthanized and taken to the MMPL. ,vedmonds,2011-04-21 17:17:08.863,D,2011-04-21 17:17:08.863
1291,2011-05-07 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,,slehr,2011-06-04 11:34:05.543,D,2011-06-04 11:34:05.543
1298,2019-06-11 00:00:00.000,Deco,,0,AftRel,FWCT,,COD preliminary,aperna,2020-04-14 07:32:27.307,D,2020-04-14 07:32:27.307
1300,2011-03-21 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2011-05-27 12:18:21.747,dszemer,2013-01-15 12:23:44.547
1305,2011-06-18 00:00:00.000,NaDe,,0,Rehab,SWF,sgearhart,"Animal was found dead approx 10:30 AM the morning of 6/18/2011, animal was picked up by FWC and transported to the MMPL.",bwagoner,2011-06-21 17:36:49.327,nadimey,2012-01-30 14:15:59.543
1312,2016-06-15 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2016-06-21 15:36:17.987,D,2016-06-21 15:36:17.987
1318,2011-07-15 00:00:00.000,BoBo,,1,Rehab,LPZ,rball,Manatee was kept in shallow water with overnight watches for a week.  No improvement was seen in his behavior.,vedmonds,2011-08-07 07:54:31.260,D,2011-08-07 07:54:31.260
1321,2011-08-19 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2011-08-22 15:23:54.940,D,2011-08-22 15:23:54.940
1324,2011-07-06 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,,vedmonds,2011-08-25 15:33:10.410,D,2011-08-25 15:33:10.410
1325,2011-06-11 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,,vedmonds,2011-08-25 15:49:38.350,D,2011-08-25 15:49:38.350
1337,2018-11-29 00:00:00.000,BoIm,,1,Rehab,MSQ,mrodriguez,"He had fractured remodeled ribs and pyothorax on entry. Tapping and treatment cured the pyothorax and gave him 7 extra years quality life but remained a sinker with low water requirement. At the end, he became more and more heavy from thoracic and lung scarring down (his right lung was virtually non-functional)and remodeled ribs. He was euthanized. However, he was in excellent body condition and his last blood was normal.",mrodriguez,2018-12-01 14:38:10.393,D,2018-12-01 14:38:10.393
1338,2011-11-16 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,"Animal died several hours after arriving at SWF (11/16/11), animal was pick up by FWC the next day (11/17/11) and brought to MMPL where necropsy was performed. Please refer to MMPL for cause of death.",bwagoner,2011-12-08 12:16:13.607,D,2011-12-08 12:16:13.607
1339,2018-09-12 00:00:00.000,NaRe,,0,AftRel,MMPL,,"Significant levels of brevetoxin detected in liver, stomach contents, urine, mammary milk, tunicates from colon.",glonati,2019-05-13 12:17:43.680,dszemer,2019-05-13 13:39:57.367
1341,2011-12-26 00:00:00.000,NaCs,Calf was very recently orphaned likely due to its unresponsiveness to adult reported in area earlier in the day but no longer with it at the time of rescue.,0,Trans,FWCIR,,reference REC1131,aspellman,2011-12-29 16:39:18.097,nadimey,2012-01-30 14:32:46.870
1342,2011-12-15 00:00:00.000,NaCs,Calf rescued with mom,0,Resc,FWCIR,,"The manatee was rescued from the Gen On (Relient) Plant for severe cold stress and was unstable.  UF-Veterinarian Mike Walsh attempted to stablize the manatee before transport to SeaWorld, but the manatee ended up dying on site.",crush,2011-12-30 09:31:47.203,nadimey,2012-01-30 14:29:55.547
1343,2011-09-08 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,,vedmonds,2012-01-04 17:07:46.420,D,2012-01-04 17:07:46.420
1344,2012-01-17 00:00:00.000,Unde,abscess in pleural cavity of unknown etiology,1,Rehab,LPZ,rball,"chronic pyothorax.  Necropsy performed at FWC MMPL.
",vedmonds,2012-01-25 15:41:16.000,dszemer,2012-05-02 12:02:23.937
1345,2012-03-01 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Chronic pyothorax,vedmonds,2012-03-01 12:04:30.537,D,2012-03-01 12:04:30.537
1350,2015-01-22 00:00:00.000,Huma,found dorsum up and head first in a desalinization intake pipe,0,AftRel,MMPL,,,dszemer,2016-04-15 11:46:20.567,D,2016-04-15 11:46:20.567
1351,2017-02-16 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2018-11-09 08:57:11.273,D,2018-11-09 08:57:11.273
1360,2012-01-18 00:00:00.000,NaCs,,0,Trans,,,,arhoads,2012-02-03 14:50:41.173,D,2012-02-03 14:50:41.173
1361,2012-01-19 00:00:00.000,NaCs,,0,Trans,,,,arhoads,2012-02-03 14:53:57.423,D,2012-02-03 14:53:57.423
1365,2012-02-23 00:00:00.000,Unde,Animal was euthanized by SWF veterinary and then transport to the MMPL by FWC,1,Rehab,SWF,lcroft,"Animal was never able to float or swim, he was unresponsive most of the time during rehab; had seizures during rescue",bwagoner,2012-02-29 12:43:47.840,nadimey,2013-02-11 12:42:28.493
1368,2016-01-26 00:00:00.000,Deco,,0,AftRel,FWCNE,,,ngordon,2016-03-09 15:00:31.760,D,2016-03-09 15:00:31.760
1370,2012-04-07 00:00:00.000,NaCs,,0,Rehab,LPZ,rball,Manatee found deceased at 2000 on 04/07/2012,vedmonds,2012-04-11 16:42:33.437,D,2012-04-11 16:42:33.437
1371,2023-11-02 00:00:00.000,TrGa,,0,AftRel,MMPL,,,APajor,2024-03-19 07:56:47.790,D,2024-03-19 07:56:47.790
1376,2012-03-07 00:00:00.000,NaOt,Animal had difficulty surfacing and repirations were rapid.  No new boat trauma was evident.  ,1,Rehab,LPZ,rball,,vedmonds,2012-03-08 19:35:16.800,D,2012-03-08 19:35:16.800
1377,2023-07-28 00:00:00.000,Unde,,0,AftRel,MMPL,,Verified; Not Necropsied.,APajor,2023-09-14 09:06:09.327,D,2023-09-14 09:06:09.327
1379,2018-09-02 00:00:00.000,BoIm,,0,AftRel,FWCNE,,See necropsy report for details. ,ngordon,2018-09-05 12:16:16.320,D,2018-09-05 12:16:16.320
1382,2012-02-28 00:00:00.000,NaDe,cold stress,0,Trans,MMPL,,,dszemer,2012-04-19 14:33:40.913,nadimey,2013-02-11 12:37:49.067
1386,2012-03-21 00:00:00.000,BoPr,,0,Trans,MMPL,,see necropsy report,dboyd,2012-03-27 10:10:41.370,D,2012-03-27 10:10:41.370
1391,2012-04-18 00:00:00.000,BoUn,chronic,0,Rehab,SWF,sgearhart,"Animal originally rescued (4/10/2012) due to watercraft injury, went into labor on 4/16/2012 had stillborn calf, had to pull calf, then animal found dead Wednesday morning 4/18/2012. Animal was picked up by FWC and transported to MMPL.",bwagoner,2012-04-19 15:19:36.267,dszemer,2012-04-20 10:29:11.540
1393,2012-04-16 00:00:00.000,Othe,Calf was a stillborn calf born to SWFTm1207B on 4/16/2012,0,Rehab,SWF,sgearhart,"SWFTm1208CB was a stillborn calf born to DamSWFTm1207B on 4/16/2012, 6 days after mother was rescued (4/10/2012)due to watercraft. Calf had to be expelled from mother after several hours of mother starting labor, calf was already decomposed.",bwagoner,2012-04-20 12:50:23.633,D,2012-04-20 12:50:23.633
1394,2012-08-18 00:00:00.000,BoIm,,0,Rehab,SWF,sgearhart,Animal appeared bloated again and partially floating at surface in morning. Animal died shortly after morning tube feed. Path Lab picked up for necropsy. ,slehr,2012-09-08 08:39:27.863,dszemer,2013-02-13 11:44:01.530
1396,2012-07-14 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2012-07-14 15:39:19.833,D,2012-07-14 15:39:19.833
1404,2022-02-11 00:00:00.000,Unde,,0,AftRel,FWC,,,ahowell,2024-05-15 09:19:44.407,D,2024-05-15 09:19:44.407
1408,2012-07-12 00:00:00.000,BoPr,,0,Rehab,LPZ,rball,,vedmonds,2012-07-12 20:23:15.703,D,2012-07-12 20:23:15.703
1412,2017-06-09 00:00:00.000,Unde,,0,AftRel,FWCT,,,dszemer,2018-11-09 09:04:57.477,D,2018-11-09 09:04:57.477
1435,2012-12-18 00:00:00.000,Huma,"This manatee had a large wound that caused its demise. There is no natural occurance that could have caused this, however the exact anthropogenic cause would be undetermined.",0,Rehab,MSQ,mrodriguez,"This adult, experienced female had a large unilateral wound on it entire right side from eye to tip of paddle that was several weeks old and severely infected.",mrodriguez,2012-12-19 08:11:09.107,D,2012-12-19 08:11:09.107
1436,2012-10-11 00:00:00.000,BoBo,,1,Rehab,LPZ,rball,Air bubbling from chest,vedmonds,2013-01-03 19:01:39.260,D,2013-01-03 19:01:39.260
1437,2018-07-10 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:43:48.950,D,2018-11-09 09:43:48.950
1441,2012-12-18 00:00:00.000,NaCs,,0,Rehab,SWF,lcroft,"Animal was found dead in MH1 pool, died sometime during the night.",bwagoner,2013-01-09 11:02:32.890,D,2013-01-09 11:02:32.890
1442,2014-01-27 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-08 12:54:02.573,D,2018-11-08 12:54:02.573
1443,2020-11-10 00:00:00.000,BoIm,,1,Rehab,SWF,creid,,lbraso,2020-11-11 12:54:46.670,D,2020-11-11 12:54:46.670
1450,2013-01-06 00:00:00.000,NaCs,,0,PriorTr,SWF,lcroft,"Animal was rescued and transported to SWF by FWC-Indian River Field Lab. Shortly after the animal arrived at SWF during the initial exam, the animal expired.",bwagoner,2013-02-03 14:20:41.210,D,2013-02-03 14:20:41.210
1452,2013-02-06 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2013-02-06 15:17:22.893,D,2013-02-06 15:17:22.893
1456,2020-02-24 00:00:00.000,Unde,,0,AftRel,FWCIR,,,dszemer,2020-03-09 11:52:38.243,D,2020-03-09 11:52:38.243
1460,2012-07-20 00:00:00.000,BoIm,,0,Resc,MMPL,,,dszemer,2013-02-19 11:47:40.040,D,2013-02-19 11:47:40.040
1466,2012-05-13 00:00:00.000,NaOt,Stillborn,0,PriorTr,MMPL,,,dszemer,2013-02-19 12:14:15.760,D,2013-02-19 12:14:15.760
1467,2013-03-05 00:00:00.000,BoPr,,0,Rehab,MSQ,mrodriguez,,mrodriguez,2013-03-06 08:58:12.073,D,2013-03-06 08:58:12.073
1468,2013-02-24 00:00:00.000,NaCs,,0,PriorTr,SWF,sgearhart,Animal originally rescued and transported to SWF by FWC for severe cold stress from the Turnbull Creek off the Halifax River in New Smyrna. Animal died shortly after arriving. ,bwagoner,2013-03-14 08:11:26.027,D,2013-03-14 08:11:26.027
1471,2013-03-12 00:00:00.000,NaOt,Manatee was rescued in emaciated condition and was having difficulty responding to treatment,0,Rehab,LPZ,rball,,vedmonds,2013-03-18 16:23:09.197,dszemer,2013-03-19 07:42:07.823
1475,2018-11-29 00:00:00.000,NaRe,Suspect.,0,AftRel,MMPL,,,glonati,2019-05-13 12:46:22.947,D,2019-05-13 12:46:22.947
1482,2017-02-25 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:00:28.377,D,2018-11-09 09:00:28.377
1486,2013-04-29 00:00:00.000,NaDe,,0,Rehab,SWF,sgearhart,"Originally rescued 4/24/13 as a orphaned calf.TL was 93 cm Wt was 33.6 lbs very weak the first night, doing a little better the next day started tube feeding every 3 hours. Monday evening the calf started having some respiratory issues, very bloated; calf expired about 9 PM on 4/29/13. Necropsy was done next day by Dr. Nancy Stedman, our pathologist from BGT.",bwagoner,2013-05-02 13:42:36.393,D,2013-05-02 13:42:36.393
1489,2013-03-11 00:00:00.000,NaCs,,0,Trans,,,,ngordon,2013-05-23 13:44:28.967,D,2013-05-23 13:44:28.967
1490,2016-02-15 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2016-02-17 11:33:56.527,D,2016-02-17 11:33:56.527
1491,2016-01-08 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:11:41.497,D,2018-11-08 13:11:41.497
1493,2013-04-22 00:00:00.000,NaDe,,0,Rehab,LPZ,rball,,vedmonds,2013-05-26 15:20:09.993,D,2013-05-26 15:20:09.993
1494,2015-09-05 00:00:00.000,Unde,too decomposed,0,AftRel,MMPL,,,dszemer,2015-09-28 13:50:37.263,D,2015-09-28 13:50:37.263
1498,2013-06-17 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,,slehr,2013-07-12 08:02:17.367,D,2013-07-12 08:02:17.367
1499,2013-12-05 00:00:00.000,BoIm,,0,AftRel,FWCSW,,,dszemer,2014-01-22 11:37:15.050,dszemer,2014-02-26 10:11:42.860
1500,2014-11-20 00:00:00.000,NaOt,Manatee found unconscious with another male.  He appeared to have drowned during sexual behavior with another male.,0,Rehab,LPZ,rball,,vedmonds,2014-12-08 10:29:08.770,D,2014-12-08 10:29:08.770
1502,2013-07-09 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2013-08-14 15:24:41.943,D,2013-08-14 15:24:41.943
1503,2013-07-29 00:00:00.000,BoIm,,0,Rehab,,rball,,vedmonds,2013-08-15 14:30:49.307,D,2013-08-15 14:30:49.307
1516,2013-10-09 00:00:00.000,NaOt,,0,Rehab,MSQ,mrodriguez,"Enteritis, trematodes, worms. The is calf came in emaciated with trematode ova on cytology from gastric, nasal, and fecal samples an strongylid ova on fecal float. It also had platic bag pieces secondarily.",mrodriguez,2013-10-28 12:41:21.500,jvalade,2014-02-28 07:38:54.573
